meetId,finalPlaceId,finalTime
185,1162,2022-10-28 12:00:00
186,573,2022-10-11 14:00:00
187,1007,2022-01-30 16:15:00
188,931,2023-10-04 17:00:00
189,877,2022-09-30 15:00:00
190,1128,2023-07-12 11:30:00
191,375,2022-03-12 21:00:00
192,111,2024-07-27 12:15:00
193,975,2023-09-12 20:30:00
194,1207,2024-02-19 18:00:00
195,1330,2023-01-29 18:00:00
196,940,2023-08-15 20:30:00
199,1475,2024-04-27 10:45:00
200,816,2023-02-27 18:30:00
201,1365,2022-04-13 11:30:00
202,993,2023-11-26 18:30:00
203,434,2023-06-27 14:15:00
205,864,2022-09-28 18:00:00
206,199,2022-11-26 18:00:00
207,1213,2022-06-28 15:00:00
208,844,2022-11-05 17:00:00
209,924,2024-11-25 20:00:00
210,1189,2023-11-20 22:00:00
211,37,2023-07-06 13:45:00
212,310,2023-01-07 19:45:00
214,1164,2024-03-17 12:45:00
215,83,2023-02-16 18:30:00
216,1417,2022-08-01 19:00:00
217,707,2023-07-15 18:00:00
218,613,2023-12-16 15:30:00
219,746,2022-02-05 17:30:00
221,1393,2024-08-30 11:00:00
222,703,2023-05-11 16:15:00
223,1202,2022-01-26 18:00:00
224,486,2022-12-24 12:45:00
225,1375,2024-11-24 11:30:00
226,1513,2023-06-21 12:45:00
227,965,2022-08-19 17:30:00
229,48,2022-06-18 14:45:00
230,927,2022-04-15 20:45:00
231,1139,2023-09-30 21:30:00
232,759,2022-10-24 18:15:00
233,525,2022-04-05 11:00:00
234,1438,2022-04-30 14:15:00
235,1120,2024-02-23 10:45:00
236,494,2024-11-11 19:00:00
237,1483,2022-01-20 22:30:00
238,1490,2024-06-05 17:15:00
239,1496,2022-01-26 17:45:00
240,42,2023-05-15 22:30:00
241,355,2022-05-10 19:30:00
242,1056,2023-11-10 19:15:00
243,1138,2023-10-23 16:30:00
244,353,2023-11-19 14:45:00
245,1537,2023-09-18 17:15:00
246,192,2022-04-05 17:00:00
249,184,2022-04-27 11:30:00
250,1094,2023-04-17 18:00:00
252,722,2022-12-27 11:30:00
253,537,2022-09-02 20:15:00
255,409,2022-11-24 15:30:00
257,654,2023-09-27 16:15:00
258,817,2024-04-13 10:30:00
259,665,2022-03-16 16:00:00
260,1383,2022-08-26 11:15:00
261,22,2022-11-28 21:30:00
262,381,2023-11-26 18:00:00
263,241,2023-04-18 16:45:00
264,883,2024-11-15 18:45:00
265,459,2024-02-25 14:45:00
266,32,2022-10-21 20:30:00
268,1183,2023-06-14 15:00:00
270,993,2022-05-05 16:00:00
271,238,2023-01-03 14:45:00
272,1492,2022-01-11 19:00:00
273,327,2024-03-18 18:30:00
274,1205,2023-11-10 19:30:00
275,279,2022-05-01 17:45:00
277,434,2023-04-09 17:15:00
278,64,2022-07-06 16:15:00
279,936,2023-02-22 14:15:00
280,2,2023-03-27 11:15:00
281,984,2023-06-30 13:45:00
282,672,2024-08-19 19:15:00
283,1225,2024-07-22 18:30:00
284,364,2023-11-21 17:30:00
286,338,2024-03-25 17:45:00
287,618,2023-11-14 18:00:00
288,849,2023-11-09 12:15:00
291,405,2024-02-09 11:15:00
293,1520,2024-09-22 18:15:00
294,1255,2024-05-13 18:30:00
295,371,2023-04-03 15:00:00
297,922,2023-05-22 11:00:00
298,448,2022-12-27 13:00:00
299,495,2022-03-29 21:30:00
300,702,2024-03-12 21:15:00
301,149,2024-10-08 15:45:00
302,974,2022-06-05 16:00:00
303,199,2022-10-05 14:00:00
304,360,2024-02-02 14:30:00
305,319,2022-02-28 16:45:00
306,794,2024-07-16 15:45:00
307,604,2022-05-23 18:00:00
308,361,2024-08-08 14:45:00
310,793,2024-03-27 21:00:00
311,1209,2023-12-13 16:15:00
312,717,2022-11-28 16:45:00
313,718,2024-03-31 18:15:00
314,695,2022-02-16 13:30:00
315,162,2023-04-02 14:45:00
316,787,2023-08-14 15:30:00
317,1041,2024-08-10 12:00:00
318,1391,2023-10-17 17:30:00
320,910,2023-01-30 16:15:00
321,94,2024-08-23 19:45:00
322,960,2022-06-30 15:30:00
323,558,2023-10-04 10:45:00
324,744,2023-06-25 18:00:00
325,1045,2023-08-23 11:15:00
326,1090,2023-09-22 19:45:00
327,1516,2023-05-31 13:30:00
328,754,2024-08-07 13:45:00
329,493,2024-04-03 18:30:00
330,379,2024-11-06 21:00:00
331,599,2024-01-18 17:45:00
332,936,2023-03-08 21:00:00
334,927,2024-07-07 19:30:00
335,757,2023-04-27 21:00:00
336,1291,2023-04-23 14:45:00
337,622,2023-09-30 17:30:00
338,251,2023-10-14 20:00:00
339,1432,2024-11-25 14:30:00
340,412,2023-03-03 15:00:00
341,15,2022-03-19 11:00:00
343,1421,2023-04-10 15:30:00
345,987,2023-01-19 16:00:00
347,974,2023-01-21 12:30:00
348,1303,2023-10-10 18:45:00
350,154,2022-02-19 13:15:00
351,482,2024-03-05 16:45:00
352,1255,2023-05-01 19:00:00
353,1215,2022-04-15 13:15:00
354,1460,2024-07-13 20:30:00
355,1068,2023-08-18 15:30:00
356,946,2022-09-20 17:00:00
358,1466,2024-11-29 21:15:00
359,289,2023-03-20 20:30:00
361,1111,2024-03-27 18:15:00
362,367,2023-04-08 08:30:00
364,1205,2024-01-05 19:00:00
365,103,2022-02-15 11:00:00
367,715,2024-03-27 12:00:00
368,342,2022-05-18 15:00:00
369,52,2022-08-30 13:45:00
370,305,2023-03-02 15:45:00
371,588,2023-02-04 22:30:00
372,79,2022-09-04 17:00:00
373,131,2022-05-23 17:30:00
374,377,2022-12-18 12:15:00
375,400,2024-08-12 15:15:00
376,502,2023-03-14 17:45:00
377,1406,2023-02-01 15:30:00
378,535,2024-02-03 19:00:00
379,540,2024-07-27 14:15:00
380,348,2022-02-21 20:00:00
382,307,2023-08-13 14:15:00
383,747,2024-08-04 17:30:00
384,432,2023-09-07 18:00:00
385,811,2023-05-07 15:30:00
386,570,2024-07-28 22:30:00
387,1409,2022-10-15 11:00:00
388,1248,2022-06-03 16:15:00
389,1035,2024-08-22 17:15:00
390,504,2023-12-19 17:30:00
391,1372,2023-02-06 21:30:00
393,927,2024-12-04 21:15:00
394,861,2023-10-01 09:30:00
395,919,2022-04-27 18:15:00
396,132,2023-12-08 19:00:00
397,547,2024-09-28 18:45:00
399,1130,2022-06-22 18:45:00
400,43,2024-07-29 15:00:00
401,1296,2023-03-28 12:00:00
402,1204,2023-06-26 17:30:00
403,136,2022-08-27 21:15:00
404,228,2022-07-28 15:00:00
405,319,2022-04-04 17:00:00
406,64,2024-07-10 20:45:00
407,1109,2022-11-12 09:15:00
408,1309,2023-11-08 15:30:00
409,1513,2023-08-21 16:00:00
410,236,2022-02-02 15:00:00
411,1246,2022-02-20 11:45:00
412,1024,2022-08-24 15:15:00
413,1031,2024-03-13 12:00:00
414,1107,2023-02-08 17:15:00
416,1266,2023-05-14 19:30:00
417,1157,2022-03-31 20:00:00
418,854,2023-05-11 20:00:00
419,1521,2024-01-17 17:15:00
420,211,2024-04-21 14:30:00
422,425,2022-04-04 13:45:00
423,607,2022-04-03 17:15:00
424,1283,2024-01-23 14:30:00
425,109,2024-03-20 11:45:00
426,1290,2023-12-16 13:45:00
427,94,2024-04-30 12:30:00
431,239,2023-07-27 18:15:00
432,665,2022-06-10 18:00:00
433,1345,2024-07-10 15:15:00
434,1298,2023-05-25 17:45:00
435,1200,2024-02-02 12:45:00
436,348,2024-07-15 16:00:00
437,674,2024-10-03 18:15:00
438,1122,2022-06-02 15:15:00
439,379,2022-08-19 15:15:00
440,739,2022-11-18 18:15:00
441,18,2023-01-26 22:15:00
443,251,2023-10-13 19:30:00
444,632,2023-08-03 11:45:00
446,339,2024-02-04 15:45:00
448,80,2024-12-12 19:00:00
449,344,2023-05-22 17:15:00
450,1147,2023-02-09 20:15:00
451,123,2022-01-22 18:30:00
452,1066,2022-03-17 21:45:00
453,1142,2024-09-18 11:00:00
454,1203,2022-04-26 14:00:00
455,642,2022-03-03 19:30:00
456,886,2022-05-17 15:15:00
457,1289,2024-09-18 13:15:00
458,317,2023-06-12 16:00:00
459,462,2022-02-25 16:15:00
460,488,2024-05-09 16:45:00
461,712,2024-03-13 16:45:00
462,24,2022-07-30 16:15:00
464,640,2024-07-26 21:00:00
465,1169,2024-07-23 12:15:00
466,730,2023-10-08 13:45:00
467,353,2022-12-18 12:30:00
468,423,2024-08-13 10:15:00
471,629,2023-08-04 18:15:00
472,925,2022-04-11 11:45:00
473,653,2024-01-12 13:15:00
475,78,2023-09-26 13:45:00
476,1224,2024-08-16 17:30:00
477,73,2024-11-06 17:00:00
478,1023,2024-08-30 14:15:00
479,490,2024-10-02 13:45:00
480,670,2022-01-14 17:00:00
481,1358,2022-06-11 14:45:00
482,1486,2024-09-20 15:15:00
483,1099,2023-05-18 22:15:00
484,255,2022-09-18 20:15:00
485,1368,2022-12-16 13:30:00
486,590,2022-11-11 16:15:00
487,655,2023-06-09 18:00:00
488,341,2024-04-20 13:45:00
489,427,2022-01-30 21:00:00
490,1351,2022-08-07 14:30:00
491,769,2023-12-06 18:30:00
493,266,2023-07-27 18:45:00
494,956,2024-01-17 14:15:00
496,264,2024-09-01 19:45:00
497,1401,2022-12-23 12:15:00
498,475,2024-01-10 19:15:00
499,280,2024-11-04 17:45:00
501,1378,2022-11-14 19:00:00
503,1356,2023-02-07 14:15:00
504,1033,2024-09-04 09:30:00
506,1503,2022-05-29 18:15:00
507,96,2022-08-31 16:45:00
508,845,2022-11-21 14:30:00
509,1381,2023-09-19 13:45:00
510,409,2023-03-09 12:15:00
511,138,2022-05-19 22:15:00
512,1102,2024-04-21 18:30:00
513,297,2024-10-29 10:45:00
514,272,2022-01-14 18:45:00
515,676,2024-02-19 16:30:00
516,1126,2024-01-28 13:00:00
517,1284,2024-01-26 19:00:00
519,1049,2022-02-03 16:45:00
520,710,2023-07-29 17:30:00
521,1538,2024-02-05 16:15:00
522,1397,2024-09-02 12:30:00
523,164,2023-09-13 14:45:00
524,727,2022-11-14 16:45:00
525,115,2023-03-07 20:30:00
526,806,2022-08-01 18:00:00
527,456,2022-03-27 21:30:00
528,1082,2024-08-19 16:30:00
529,935,2023-12-15 14:00:00
530,35,2023-11-12 19:15:00
531,324,2022-03-09 18:45:00
532,694,2022-05-06 18:45:00
533,68,2022-05-27 10:00:00
534,1462,2024-05-23 17:30:00
535,1540,2022-01-13 18:00:00
536,1195,2024-07-21 13:15:00
537,1013,2024-07-22 13:00:00
538,241,2024-06-01 16:30:00
539,1360,2023-01-13 19:00:00
540,691,2024-10-26 13:30:00
542,437,2024-03-07 22:00:00
543,256,2024-02-15 19:30:00
545,1086,2023-08-26 18:00:00
546,500,2022-10-09 13:15:00
547,436,2023-06-25 17:30:00
548,302,2022-09-01 11:15:00
549,1131,2023-03-23 19:30:00
550,1385,2024-11-09 16:30:00
551,49,2022-11-25 21:00:00
552,1506,2023-05-28 17:00:00
554,961,2023-10-14 15:00:00
555,324,2023-07-05 11:15:00
556,1176,2022-07-02 21:15:00
557,811,2023-07-26 12:30:00
559,383,2022-03-10 11:30:00
560,1270,2024-07-07 20:15:00
561,1024,2023-11-23 17:45:00
562,1449,2024-02-16 15:15:00
563,748,2023-02-08 11:30:00
564,85,2024-05-29 16:45:00
565,294,2023-05-18 17:30:00
567,174,2023-09-20 17:45:00
568,271,2024-11-18 13:45:00
570,409,2022-06-16 18:00:00
571,798,2023-04-08 18:00:00
572,1027,2022-02-11 15:45:00
573,196,2024-01-07 13:00:00
574,624,2024-05-20 15:15:00
575,1256,2023-12-24 13:15:00
576,205,2023-01-26 09:15:00
577,1262,2022-09-15 14:15:00
578,752,2023-10-26 15:15:00
579,392,2024-07-04 16:15:00
580,351,2023-05-02 18:15:00
581,472,2022-07-26 13:30:00
582,134,2023-05-28 19:30:00
583,337,2022-04-07 10:30:00
584,989,2024-07-09 16:45:00
585,1103,2022-12-21 13:30:00
586,450,2022-08-01 20:15:00
587,269,2022-05-21 16:45:00
588,243,2023-11-02 19:15:00
589,540,2022-05-04 14:00:00
592,635,2024-04-17 16:15:00
593,1033,2023-11-07 14:15:00
594,361,2024-09-14 14:30:00
596,970,2024-03-31 12:15:00
597,747,2022-03-20 12:30:00
598,658,2023-03-17 22:15:00
599,1361,2022-09-22 15:15:00
600,1458,2024-08-22 18:30:00
601,1169,2024-07-25 12:00:00
602,75,2023-04-16 20:15:00
603,936,2022-08-30 18:30:00
604,328,2023-06-13 15:15:00
605,1523,2022-10-06 17:30:00
607,43,2024-09-14 17:00:00
608,657,2024-05-04 21:45:00
609,1288,2024-04-30 16:45:00
610,388,2022-06-14 18:30:00
611,774,2024-03-09 13:00:00
613,1125,2022-12-04 09:15:00
614,88,2023-10-14 18:00:00
615,46,2022-12-05 17:45:00
616,333,2023-11-03 13:45:00
617,226,2022-07-07 16:30:00
618,300,2022-04-07 13:15:00
620,924,2024-08-17 20:45:00
621,141,2022-06-28 10:45:00
622,648,2024-08-19 20:00:00
625,623,2024-09-20 11:15:00
626,1034,2023-02-27 15:45:00
627,760,2024-11-29 21:00:00
628,576,2022-04-13 19:30:00
629,757,2022-06-21 17:30:00
630,859,2024-11-23 19:30:00
631,820,2023-08-11 17:15:00
632,108,2022-04-01 12:00:00
633,1397,2023-07-05 10:00:00
634,56,2024-08-14 16:15:00
635,1442,2023-08-13 10:30:00
637,877,2022-10-16 16:30:00
638,1001,2022-10-08 20:15:00
639,649,2023-08-05 16:45:00
641,1175,2023-12-09 14:00:00
642,1242,2023-02-10 17:00:00
643,1099,2022-04-30 13:00:00
644,534,2022-09-13 20:45:00
645,299,2023-06-22 16:30:00
646,404,2023-09-21 14:45:00
647,1439,2024-08-06 20:30:00
649,256,2022-08-28 10:45:00
650,1102,2023-04-24 20:00:00
651,850,2023-11-20 19:00:00
652,117,2024-11-28 12:30:00
653,1406,2022-11-02 18:15:00
654,1080,2022-01-03 10:15:00
655,501,2023-01-18 19:30:00
656,303,2023-07-12 12:45:00
658,995,2022-08-26 17:00:00
660,96,2023-05-04 21:15:00
662,1097,2024-03-31 20:15:00
663,1158,2022-12-17 20:15:00
665,727,2024-01-31 11:15:00
666,1157,2023-09-19 14:15:00
667,365,2024-11-12 17:00:00
668,629,2023-02-24 14:45:00
669,727,2023-12-06 13:45:00
671,746,2023-12-02 14:30:00
672,1408,2024-01-29 15:45:00
674,467,2022-01-30 16:00:00
675,587,2023-01-31 18:30:00
676,449,2022-08-19 22:00:00
677,994,2024-05-06 17:15:00
678,230,2023-02-02 22:30:00
679,1457,2023-02-21 17:30:00
680,1049,2023-05-12 20:15:00
681,1503,2022-08-22 14:15:00
682,1223,2022-10-20 19:45:00
684,1084,2024-10-30 15:00:00
685,283,2024-07-27 13:30:00
686,60,2024-09-05 16:00:00
687,324,2024-08-28 10:00:00
688,1353,2023-12-04 08:30:00
689,1113,2022-02-18 17:30:00
690,851,2023-09-23 12:00:00
691,490,2024-10-17 16:30:00
692,624,2022-01-20 15:00:00
694,1057,2024-01-16 19:45:00
697,425,2022-11-04 15:30:00
698,1081,2023-11-14 11:45:00
699,1517,2023-12-01 17:15:00
701,515,2023-05-06 13:45:00
702,508,2022-01-21 19:00:00
703,524,2024-08-11 11:45:00
704,638,2023-01-25 11:30:00
705,981,2023-02-05 14:45:00
706,260,2022-06-28 15:00:00
707,567,2024-08-06 17:45:00
708,1068,2022-06-22 13:45:00
709,1214,2024-08-16 15:30:00
710,179,2022-12-01 12:45:00
711,10,2023-06-20 19:00:00
712,1251,2024-08-25 20:45:00
714,538,2023-10-09 18:15:00
716,654,2022-11-22 14:45:00
717,1,2024-04-16 18:15:00
719,301,2024-04-19 13:45:00
720,789,2022-11-24 15:15:00
721,735,2022-10-30 18:30:00
723,906,2024-11-10 10:00:00
724,123,2022-03-01 14:45:00
725,1292,2023-09-26 12:00:00
726,1165,2022-11-26 15:15:00
727,1411,2022-09-04 11:00:00
729,965,2024-10-21 15:30:00
731,272,2023-11-03 16:30:00
732,417,2023-02-03 13:30:00
733,531,2023-04-15 11:30:00
734,94,2023-05-02 21:15:00
735,73,2022-05-16 20:00:00
736,975,2023-10-21 15:45:00
737,1332,2024-06-09 13:00:00
738,379,2023-11-30 14:30:00
739,1533,2024-07-22 19:15:00
740,419,2024-09-22 21:00:00
742,625,2024-11-16 17:45:00
743,1089,2024-02-25 13:30:00
744,246,2024-08-22 20:45:00
745,614,2024-08-18 14:45:00
746,1463,2022-08-18 21:45:00
747,1386,2024-02-07 18:15:00
748,900,2022-10-24 22:15:00
749,126,2023-09-16 20:00:00
750,1448,2024-06-24 16:00:00
751,720,2024-07-16 12:45:00
752,1157,2023-06-27 17:45:00
753,1262,2024-11-01 20:30:00
754,1529,2022-08-24 20:15:00
755,1437,2022-09-11 18:15:00
756,87,2023-12-04 14:00:00
757,1073,2024-11-08 16:45:00
758,799,2024-10-06 16:30:00
759,762,2024-06-02 12:15:00
760,710,2024-10-10 18:00:00
761,352,2024-11-05 16:15:00
763,1085,2022-06-29 18:15:00
764,1506,2022-02-10 15:30:00
766,402,2023-04-23 09:15:00
767,243,2024-03-08 18:30:00
768,732,2022-02-23 22:15:00
770,1357,2022-05-05 15:00:00
771,910,2023-12-25 18:30:00
772,973,2022-02-24 15:15:00
773,466,2022-01-24 13:45:00
774,530,2022-11-15 17:15:00
775,76,2022-03-07 13:30:00
778,840,2023-11-16 16:00:00
779,1069,2022-07-30 19:45:00
780,502,2022-05-14 16:30:00
781,1031,2022-08-16 16:00:00
782,1442,2023-08-13 14:45:00
783,1319,2022-02-25 13:30:00
784,1449,2023-04-09 20:00:00
785,433,2023-08-19 18:00:00
786,319,2022-11-14 10:30:00
787,1133,2023-04-05 15:00:00
789,1331,2024-04-15 15:15:00
790,139,2023-12-27 16:00:00
791,106,2024-03-21 13:45:00
792,366,2023-10-16 14:00:00
793,84,2023-02-25 18:15:00
794,165,2024-03-18 16:00:00
795,1149,2022-05-18 11:15:00
796,745,2024-04-22 11:30:00
798,754,2022-11-13 16:30:00
799,1256,2023-10-05 17:30:00
800,703,2023-05-17 15:45:00
801,96,2023-07-25 22:15:00
802,1054,2024-05-02 14:15:00
803,895,2023-10-24 16:00:00
804,798,2022-11-18 11:00:00
805,487,2022-08-13 16:00:00
806,469,2023-02-16 16:15:00
807,547,2024-03-04 19:30:00
808,531,2022-02-12 18:45:00
810,425,2024-10-16 12:45:00
812,966,2023-08-21 16:30:00
813,1342,2023-07-25 16:45:00
814,45,2023-07-05 10:30:00
815,458,2024-02-20 16:30:00
816,655,2024-01-01 17:00:00
817,439,2024-02-16 15:15:00
818,60,2023-04-01 19:45:00
819,225,2024-02-29 11:30:00
820,1261,2022-04-20 20:30:00
821,1185,2024-06-16 22:15:00
822,1234,2023-06-10 18:45:00
823,1122,2024-12-01 18:00:00
824,257,2023-10-20 20:00:00
825,984,2024-08-17 10:00:00
826,613,2023-10-01 14:30:00
827,701,2022-08-06 16:15:00
828,1160,2023-03-25 15:00:00
830,521,2024-12-04 20:15:00
831,1509,2022-02-11 14:45:00
832,743,2023-11-11 12:30:00
833,1458,2022-11-09 15:00:00
835,81,2023-08-09 15:45:00
836,662,2024-11-30 16:15:00
837,844,2022-11-07 09:45:00
839,225,2022-06-19 13:15:00
840,176,2022-05-15 13:30:00
841,689,2024-06-25 19:45:00
842,1009,2023-03-23 19:15:00
843,1326,2024-06-09 17:00:00
844,1410,2022-10-29 19:15:00
845,6,2024-05-29 19:15:00
846,187,2024-04-15 20:15:00
847,300,2022-10-28 19:30:00
848,896,2023-08-22 18:45:00
849,257,2022-03-09 14:45:00
850,867,2024-08-25 14:15:00
853,253,2024-04-27 15:15:00
854,1522,2024-10-26 13:30:00
856,683,2024-05-28 12:30:00
857,1056,2024-06-06 20:45:00
858,43,2023-12-02 19:45:00
859,1220,2024-07-01 16:15:00
860,602,2023-12-01 18:30:00
861,1515,2023-01-16 19:45:00
862,133,2024-10-07 17:45:00
863,1078,2023-08-11 15:15:00
864,1062,2022-11-27 11:30:00
865,1384,2023-03-14 15:00:00
867,1380,2022-07-07 11:15:00
868,214,2024-02-05 17:45:00
870,507,2022-08-09 19:00:00
871,554,2024-05-19 12:00:00
872,727,2023-07-26 15:15:00
873,1521,2023-09-29 18:15:00
874,38,2022-03-06 15:00:00
875,421,2023-04-07 18:30:00
876,505,2022-03-15 20:45:00
877,176,2024-02-11 18:30:00
878,852,2023-02-17 13:15:00
879,485,2023-09-09 11:45:00
880,232,2023-03-27 22:00:00
882,1024,2023-06-02 17:00:00
883,1158,2023-12-09 12:45:00
884,683,2022-11-15 17:15:00
885,662,2024-07-24 17:45:00
886,1347,2024-05-14 21:15:00
887,1210,2023-10-24 17:15:00
888,32,2022-09-19 15:15:00
889,758,2024-05-18 10:30:00
890,380,2023-02-10 14:00:00
891,409,2023-06-20 21:00:00
892,452,2022-10-07 17:00:00
893,892,2023-11-12 15:15:00
895,1346,2024-09-19 22:00:00
896,1099,2022-05-27 17:15:00
897,1317,2022-03-14 20:15:00
898,804,2023-05-22 11:00:00
899,332,2024-10-14 11:45:00
900,551,2024-03-04 19:00:00
901,549,2022-08-31 20:00:00
903,1044,2022-08-28 21:15:00
904,961,2022-08-28 14:00:00
905,1161,2024-02-10 18:15:00
906,1394,2023-10-22 22:00:00
907,908,2022-06-14 10:30:00
908,966,2022-10-22 12:00:00
909,642,2023-03-14 16:30:00
910,1250,2022-07-06 18:00:00
911,1514,2023-12-13 18:00:00
912,383,2023-01-01 10:45:00
913,58,2023-04-19 13:15:00
914,612,2023-06-16 14:15:00
917,300,2023-03-07 21:30:00
918,256,2023-09-06 22:00:00
920,782,2023-02-07 15:30:00
921,799,2022-04-26 13:15:00
923,830,2022-01-05 13:15:00
924,236,2024-04-07 21:30:00
925,962,2023-07-16 20:30:00
926,469,2024-11-10 17:30:00
927,346,2024-02-27 18:30:00
929,728,2024-02-12 20:30:00
931,915,2023-09-11 11:30:00
933,861,2022-01-20 13:15:00
935,413,2023-02-19 20:15:00
936,87,2022-09-28 20:45:00
937,623,2023-06-26 21:00:00
938,352,2024-10-23 12:45:00
939,467,2022-03-22 14:00:00
940,96,2022-01-13 19:00:00
