id,meet_id,location_id
345,1289,289
346,3949,937
347,1702,458
348,2844,248
349,1858,217
350,1605,525
351,3475,1054
352,2525,1434
353,226,11
354,926,1176
355,2022,813
356,1875,1325
357,1111,175
358,3788,238
359,4163,115
360,982,1458
361,1742,392
362,332,787
363,714,889
364,2720,747
365,560,422
366,1810,1465
367,3300,275
368,2510,910
369,135,623
370,2552,1321
371,1537,525
372,1332,1059
373,2839,38
374,3054,1158
375,2257,814
376,2287,464
377,2686,173
378,2402,414
379,4109,13
380,695,623
381,1159,1481
382,2231,532
383,3963,1127
384,2254,1455
385,1259,372
386,2780,747
387,3220,265
388,4113,1071
389,2356,419
390,3462,552
391,2887,55
392,1051,608
393,3064,1445
394,3387,378
395,1276,726
396,1083,331
397,4061,322
398,4104,958
399,1597,552
400,134,155
401,1352,721
402,3413,286
403,2318,285
404,1781,80
405,1201,1491
406,1502,665
407,1010,1142
408,2844,516
409,8,1332
410,3604,204
411,2656,465
412,964,208
413,74,639
414,1595,1014
415,2667,65
416,3907,1144
417,309,1445
418,448,291
419,486,583
420,3089,697
421,1344,614
422,2612,1297
423,1617,214
424,1207,316
425,4166,1031
426,2022,1431
427,3505,1514
428,3250,241
429,789,742
430,3158,652
431,1219,326
432,238,639
433,675,1394
434,2667,1354
435,3011,1164
436,4126,851
437,3012,76
438,3877,1278
439,1769,1143
440,2846,538
441,4196,1031
442,2465,846
443,2475,1534
444,1540,502
445,633,1518
446,2030,137
447,3174,754
448,1787,379
449,1075,173
450,1572,979
451,474,707
452,726,928
453,798,804
454,2140,682
455,2859,369
456,3491,811
457,2880,657
458,712,471
459,3088,1360
460,790,539
461,3696,462
462,3836,472
463,3603,1402
464,122,790
465,2405,1488
466,2305,318
467,579,477
468,1126,646
469,265,317
470,3750,1048
471,2205,87
472,25,830
473,457,487
474,917,1411
475,1213,241
476,2770,273
477,3981,422
478,2540,750
479,2199,457
480,2814,1484
481,3392,966
482,1662,225
483,2252,1222
484,3346,32
485,510,656
486,3581,838
487,694,965
488,1529,46
489,2594,1336
490,3712,540
491,2683,627
492,995,1078
493,2120,1453
494,3192,504
495,296,1077
496,2670,1331
497,2833,571
498,949,144
499,1160,364
500,193,575
501,1965,1515
502,2392,47
503,2192,925
504,3477,1023
505,3188,920
506,1104,1371
507,2626,1382
508,57,98
509,1390,1176
510,4002,844
511,3735,500
512,3456,1085
513,2334,227
514,2845,931
515,314,693
516,2944,910
517,1562,879
518,837,1377
519,1575,1114
520,2060,597
521,2748,217
522,315,514
523,2221,1454
524,1398,663
525,3414,1209
526,1227,781
527,1871,294
528,522,211
529,252,350
530,2158,1290
531,1886,602
532,143,1346
533,2321,530
534,1979,12
535,673,1511
536,1027,319
537,1808,130
538,3249,741
539,4205,1307
540,2354,828
541,2806,171
542,741,864
543,1837,309
544,4194,1148
545,4175,906
546,4073,629
547,4026,783
548,1304,977
549,261,412
550,1816,371
551,16,581
552,1955,715
553,1325,511
554,2536,660
555,1820,490
556,3716,742
557,397,1212
558,918,160
559,2786,54
560,3636,224
561,2628,1188
562,1397,1326
563,2892,480
564,3654,803
565,1885,326
566,2781,649
567,2478,840
568,3863,388
569,217,463
570,2206,152
571,1072,977
572,3487,1040
573,3525,1332
574,216,238
575,3058,368
576,4183,743
577,2648,470
578,443,402
579,940,1208
580,1065,156
581,8,1413
582,304,243
583,1104,1050
584,1596,1512
585,3779,286
586,592,875
587,3608,404
588,3358,229
589,3907,1225
590,3189,420
591,1081,285
592,811,424
593,2517,552
594,717,762
595,2588,203
596,2593,547
597,1230,758
598,3484,718
599,1280,121
600,1102,1512
601,2155,321
602,3769,887
603,102,85
604,3593,661
605,2839,953
606,1447,234
607,2665,800
608,4186,1175
609,2720,507
610,1627,1333
611,2310,609
612,997,937
613,1852,1451
614,4166,1462
615,2268,1137
616,4145,585
617,3135,722
618,3140,1066
619,4081,600
620,3117,1082
621,2721,1082
622,592,70
623,3417,785
624,305,13
625,3949,831
626,2730,794
627,3172,1139
628,3896,1170
629,2504,451
630,3249,1359
631,3629,826
632,4059,410
633,887,553
634,1606,240
635,3353,369
636,3838,1350
637,3074,954
638,715,1200
639,95,1492
640,337,1025
641,3599,21
642,698,1004
643,1147,76
644,2045,1226
645,2912,811
646,26,574
647,1922,72
648,461,502
649,3935,909
650,220,1379
651,3133,221
652,237,794
653,1720,877
654,1303,1528
655,1408,790
656,3653,1196
657,2545,236
658,676,841
659,3288,509
660,3456,93
661,2010,831
662,2811,328
663,1068,1072
664,3718,1032
665,4158,550
666,2622,806
667,2451,924
668,2883,581
669,1594,1303
670,2880,283
671,3336,334
672,3046,760
673,789,502
674,2783,1289
675,66,107
676,4092,1192
677,3190,108
678,10,1114
679,3182,1156
680,2435,175
681,2966,1531
682,1844,673
683,1102,36
684,2187,1012
685,3307,1043
686,1096,221
687,2221,596
688,2732,546
689,3379,919
690,1610,442
691,2594,612
692,1771,1299
693,384,924
694,2903,401
695,2806,468
696,20,647
697,4139,792
698,620,642
699,3703,1393
700,225,1052
701,2916,1013
702,2520,1013
703,4034,217
704,123,775
705,1430,632
706,327,16
707,4043,1434
708,1051,47
709,1343,1387
710,2759,248
711,2549,438
712,3044,417
713,561,1351
714,843,283
715,2813,484
716,1390,452
717,3671,515
718,1577,278
719,140,540
720,2798,361
721,1121,412
722,799,361
723,2394,1439
724,58,134
725,168,494
726,752,1454
727,2753,968
728,528,248
729,571,884
730,309,884
731,982,226
732,1745,1151
733,1509,120
734,3453,1352
735,3506,424
736,192,1238
737,2105,905
738,780,1408
739,465,84
740,3469,1296
741,582,1423
742,2366,680
743,3518,434
744,694,1075
745,732,1367
746,410,1316
747,2079,623
748,2215,1450
749,657,1193
750,4031,1184
751,365,792
752,3460,1368
753,2723,1075
754,1506,1111
755,821,1008
756,201,1300
757,2178,228
758,2205,331
759,3077,260
760,3375,856
761,400,1136
762,3816,1538
763,3162,748
764,963,1249
765,589,1008
766,2886,850
767,1929,59
768,1194,593
769,1626,250
770,3906,1431
771,2104,814
772,1782,763
773,3637,1014
774,3050,1446
775,2296,984
776,3430,913
777,3053,963
778,2461,1051
779,3144,327
780,1836,999
781,3997,768
782,4016,1010
783,3878,322
784,1655,429
785,1066,34
786,2948,388
787,489,962
788,2669,973
789,1810,717
790,608,95
791,1864,953
792,3681,158
793,3743,1036
794,2791,589
795,758,39
796,1294,19
797,3216,1492
798,3526,1159
799,155,685
800,3111,163
801,1550,389
802,493,680
803,2427,1416
804,4116,1375
805,1665,312
806,2103,1477
807,318,275
808,2312,1062
809,2422,1230
810,3239,698
811,2215,1129
812,3125,1350
813,520,1163
814,2839,1518
815,299,1164
816,1777,903
817,4096,1258
818,729,748
819,426,747
820,3194,174
821,632,815
822,1752,846
823,3235,929
824,3594,1047
825,3591,749
826,3,240
827,1951,682
828,63,1045
829,1499,558
830,2999,56
831,2200,605
832,890,450
833,1026,1277
834,986,158
835,1218,1447
836,600,122
837,4058,750
838,1002,102
839,68,1015
840,2428,1371
841,3481,180
842,3281,1058
843,342,995
844,1204,236
845,1961,215
846,524,477
847,658,1231
848,74,1180
849,451,938
850,788,523
851,1963,261
852,2099,1088
853,3272,191
854,2231,1207
855,1854,1257
856,3005,601
857,2284,87
858,2127,103
859,1163,585
860,800,533
861,2448,683
862,2532,1320
863,1391,220
864,1162,1114
865,3471,27
866,2990,1417
867,2262,678
868,2052,868
869,856,61
870,668,764
871,2679,966
872,3157,1530
873,2049,570
874,650,1124
875,3623,771
876,3724,823
877,2031,930
878,966,1360
879,1690,637
880,3204,787
881,271,1478
882,1348,873
883,2045,47
884,1797,699
885,833,1181
886,2371,971
887,1612,919
888,1839,1110
889,2522,1140
890,1548,934
891,3013,1377
892,3595,12
893,349,206
894,2703,1336
895,1901,648
896,2021,750
897,2282,525
898,881,1006
899,3567,623
900,1696,401
901,2952,1259
902,4061,1131
903,3400,860
904,2674,756
905,2770,464
906,4051,1352
907,157,1325
908,2156,12
909,3797,1435
910,2233,232
911,3184,454
912,267,904
913,1475,782
914,2297,1156
915,2739,1501
916,1975,1105
917,164,402
918,1055,381
919,2557,1460
920,3546,254
921,1591,1115
922,3064,510
923,2542,1337
924,429,858
925,2631,628
926,640,1270
927,2348,1471
928,1110,1192
929,1189,1485
930,2746,1517
931,862,1090
932,1211,1244
933,3577,1445
934,3525,1255
935,3537,326
936,961,1069
937,820,864
938,976,1377
939,4124,1025
940,94,171
941,3931,1384
942,2279,711
943,2749,1414
944,3805,1430
945,909,505
946,2091,1414
947,2862,537
948,1005,213
949,3245,275
950,1177,1259
951,1989,1137
952,924,813
953,3114,1512
954,619,177
955,963,741
956,2916,773
957,95,931
958,3111,460
959,642,1100
960,1719,495
961,733,464
962,2935,234
963,2023,906
964,3167,1523
965,2578,1128
966,3624,1210
967,353,408
968,3157,54
969,3393,1462
970,375,1106
971,3912,337
972,1124,443
973,22,429
974,3033,368
975,1377,1266
976,3643,297
977,1201,1040
978,891,60
979,1003,301
980,1594,742
981,3992,1390
982,3925,168
983,2617,840
984,2482,615
985,527,722
986,1589,748
987,3132,882
988,637,301
989,1857,1502
990,2865,1292
991,3980,225
992,413,593
993,2746,846
994,1586,450
995,1682,158
996,1022,1051
997,3771,990
998,1627,1390
999,161,722
1000,1286,1097
1001,2876,1077
1002,4001,1452
1003,4027,421
1004,2972,1539
1005,4106,1468
1006,485,819
1007,1469,989
1008,2800,1432
1009,1540,640
1010,461,1364
1011,2756,1133
1012,2982,133
1013,3474,595
1014,2732,924
1015,793,9
1016,3584,1140
1017,3957,190
1018,2152,56
1019,577,384
1020,2822,36
1021,903,1493
1022,868,718
1023,2511,524
1024,2110,180
1025,2855,334
1026,1925,400
1027,3875,134
1028,1848,1119
1029,1564,1360
1030,3706,1079
1031,3874,663
1032,997,1478
1033,3965,27
1034,2621,1042
1035,515,980
1036,895,1201
1037,2830,627
1038,1027,1128
1039,3021,1161
1040,3704,1191
1041,3683,314
1042,2,1334
1043,3037,1105
1044,3302,622
1045,1256,1365
1046,3510,1325
1047,531,143
1048,2602,1150
1049,2728,1289
1050,1294,1068
1051,943,87
1052,3258,700
1053,1281,82
1054,2258,1525
1055,4116,1485
1056,1437,595
1057,3146,1398
1058,197,647
1059,3144,571
1060,1151,1140
1061,1127,554
1062,1237,160
1063,180,451
1064,355,1206
1065,1494,1479
1066,518,446
1067,1373,960
1068,1433,1011
1069,3422,1454
1070,2723,1453
1071,2396,1058
1072,2401,1402
1073,4025,212
1074,3369,1039
1075,3763,966
1076,2027,437
1077,3964,690
1078,4046,500
1079,378,816
1080,1577,1140
1081,1673,848
1082,2380,1464
1083,303,642
1084,2641,1239
1085,2579,361
1086,1292,1156
1087,1252,791
1088,1042,981
1089,4003,803
1090,3378,751
1091,2628,253
1092,1825,838
1093,10,16
1094,3713,448
1095,4172,208
1096,679,1279
1097,3282,1393
1098,1035,160
1099,2229,140
1100,681,571
1101,3439,64
1102,3217,1183
1103,1258,582
1104,3209,541
1105,2868,248
1106,3680,126
1107,440,889
1108,3062,1245
1109,94,252
1110,553,12
1111,1334,577
1112,408,1351
1113,1275,936
1114,3057,120
1115,2856,1527
1116,4035,475
1117,2226,1131
1118,990,925
1119,2566,1199
1120,663,530
1121,463,1408
1122,1953,972
1123,824,74
1124,4036,1235
1125,2599,1497
1126,1246,706
1127,3202,1009
1128,2250,562
1129,3454,1230
1130,2163,1317
1131,867,1060
1132,3651,1020
1133,2830,90
1134,1890,1158
1135,3005,845
1136,1238,1003
1137,83,197
1138,2889,670
1139,1428,346
1140,3059,327
1141,3365,599
1142,1951,121
1143,1252,120
1144,2530,737
1145,2796,856
1146,1738,13
1147,4103,713
1148,1036,1404
1149,3364,1313
1150,1980,1209
1151,2314,331
1152,985,126
1153,2301,1035
1154,1203,1517
1155,1215,588
1156,2070,1102
1157,1266,553
1158,3790,374
1159,112,911
1160,1376,132
1161,4134,1123
1162,1174,937
1163,522,28
1164,217,146
1165,3460,620
1166,2135,1123
1167,3081,35
1168,2936,1374
1169,1470,706
1170,3464,739
1171,440,568
1172,1677,1184
1173,913,34
1174,3134,46
1175,3936,1488
1176,935,547
1177,3232,1143
1178,1789,836
1179,1369,250
1180,998,1246
1181,1786,538
1182,2168,640
1183,3725,1426
1184,1096,91
1185,2627,1154
1186,798,434
1187,1047,1138
1188,1422,261
1189,4,1327
1190,343,793
1191,3471,755
1192,2109,410
1193,4081,1438
1194,2348,426
1195,3110,749
1196,1226,322
1197,3886,970
1198,2480,353
1199,1948,492
1200,222,1405
1201,472,799
1202,594,230
1203,599,574
1204,1714,261
1205,1915,1483
1206,4186,858
1207,204,984
1208,1725,1359
1209,708,517
1210,869,1374
1211,802,152
1212,2462,1063
1213,3899,801
1214,2861,1334
1215,3112,421
1216,99,409
1217,2432,662
1218,1334,390
1219,2502,1401
1220,3514,401
1221,3705,935
1222,1485,559
1223,3037,247
1224,2316,487
1225,2352,144
1226,970,113
1227,3095,225
1228,2503,313
1229,825,1452
1230,2599,21
1231,2719,877
1232,1005,107
1233,1485,1498
1234,2524,601
1235,2889,1288
1236,3788,1320
1237,2680,360
1238,397,224
1239,1749,790
1240,530,753
1241,3740,1279
1242,2680,1299
1243,3733,108
1244,2352,1433
1245,2880,771
1246,3422,596
1247,3468,941
1248,1682,857
1249,3693,1059
1250,680,1047
1251,1905,340
1252,1110,631
1253,1542,288
1254,2989,714
1255,2039,1094
1256,1474,1093
1257,3647,125
1258,61,251
1259,140,544
1260,2874,1141
1261,3331,828
1262,824,1176
1263,3766,756
1264,3434,17
1265,441,657
1266,3063,1013
1267,3479,699
1268,1759,114
1269,1886,1387
1270,3328,1469
1271,3554,469
1272,1025,1058
1273,3945,879
1274,4120,880
1275,1630,643
1276,2370,1207
1277,2397,1310
1278,301,246
1279,2693,1079
1280,566,894
1281,3260,372
1282,4017,351
1283,3084,146
1284,104,82
1285,685,1525
1286,3199,658
1287,2931,89
1288,2700,156
1289,1657,345
1290,2192,689
1291,1961,756
1292,2267,274
1293,2927,320
1294,3001,269
1295,3777,490
1296,977,771
1297,4086,1245
1298,3308,951
1299,152,99
1300,2418,1382
1301,62,1145
1302,1841,58
1303,3018,623
1304,511,971
1305,1121,900
1306,419,1382
1307,1534,1069
1308,816,264
1309,3894,1425
1310,2829,1101
1311,1633,294
1312,248,1500
1313,4035,906
1314,3929,1419
1315,969,479
1316,2956,95
1317,2473,126
1318,2463,1101
1319,3931,152
1320,1857,1291
1321,814,1480
1322,1032,427
1323,2324,942
1324,3788,783
1325,235,1049
1326,2189,717
1327,286,48
1328,479,628
1329,3326,1102
1330,930,500
1331,1427,552
1332,2910,1389
1333,4111,96
1334,3531,1507
1335,1085,788
1336,1973,1250
1337,2993,111
1338,2867,938
1339,3941,35
1340,4127,225
1341,496,1332
1342,1917,537
1343,2901,1461
1344,325,1450
1345,2586,137
1346,1291,1014
1347,601,567
1348,410,999
1349,1432,495
1350,1246,1271
1351,1263,686
1352,2025,1009
1353,3159,938
1354,2870,835
1355,2875,1179
1356,1868,1025
1357,3363,179
1358,899,1163
1359,1604,198
1360,2192,368
1361,3374,1277
1362,1925,778
1363,2083,1364
1364,2570,1482
1365,3464,1170
1366,167,1399
1367,1012,1225
1368,1615,737
1369,1014,1271
1370,477,1066
1371,3472,472
1372,170,357
1373,1342,578
1374,2904,954
1375,4110,5
1376,1520,850
1377,3495,1395
1378,604,60
1379,287,1292
1380,2897,133
1381,3773,1524
1382,1007,1389
1383,1095,1236
1384,1110,578
1385,910,1456
1386,1982,507
1387,3809,400
1388,2042,558
1389,1734,405
1390,4167,108
1391,4011,534
1392,3701,308
1393,3687,410
1394,3864,1238
1395,240,1072
1396,3503,1232
1397,4064,1299
1398,519,1426
1399,467,1236
1400,3033,559
1401,2924,801
1402,1055,1406
1403,2321,1262
1404,1292,595
1405,552,785
1406,1029,1124
1407,3553,945
1408,3718,1012
1409,1837,102
1410,1694,1514
1411,2692,616
1412,2129,1442
1413,1031,1170
1414,1043,241
1415,2598,200
1416,626,892
1417,1760,821
1418,347,1477
1419,352,323
1420,3700,591
1421,1654,1334
1422,716,785
1423,1134,1298
1424,4150,827
1425,335,1093
1426,2580,1499
1427,3765,427
1428,3887,1356
1429,1249,467
1430,547,949
1431,3128,1304
1432,1851,535
1433,4108,12
1434,3179,1269
1435,1286,1288
1436,596,841
1437,4027,612
1438,3028,319
1439,1987,1335
1440,3940,1367
1441,4205,884
1442,3198,730
1443,3668,1433
1444,3433,1536
1445,914,369
1446,955,370
1447,3596,776
1448,757,385
1449,839,195
1450,2337,1340
1451,3157,1079
1452,1144,1181
1453,335,288
1454,3640,674
1455,4094,90
1456,983,1263
1457,3925,843
1458,1027,1535
1459,2381,484
1460,166,452
1461,2821,756
1462,3609,48
1463,2220,1290
1464,3565,1439
1465,2159,822
1466,1575,1525
1467,202,1048
1468,3178,212
1469,4033,726
1470,3534,813
1471,204,1094
1472,956,729
1473,2669,1274
1474,1984,1171
1475,3252,1100
1476,779,278
1477,3377,48
1478,1350,1033
1479,2033,309
1480,3521,1490
1481,1747,669
1482,324,637
1483,341,52
1484,3472,285
1485,3152,869
1486,3310,1455
1487,1775,1182
1488,3472,1224
1489,1653,1192
1490,3946,326
1491,2077,207
1492,3656,752
1493,3092,1353
1494,1987,664
1495,3534,8
1496,657,823
1497,508,700
1498,885,1212
1499,279,1402
1500,1051,161
1501,3995,1507
1502,275,879
1503,2687,1425
1504,1651,341
1505,3953,1281
1506,1105,582
1507,2624,1076
1508,1011,920
1509,364,1301
1510,2260,799
1511,1805,1158
1512,3147,70
1513,1428,1208
1514,2589,1240
1515,817,1054
1516,2542,670
1517,3837,1456
1518,2724,152
1519,2998,886
1520,3151,1128
1521,14,1080
1522,1739,696
1523,2537,676
1524,3657,707
1525,54,1418
1526,2308,624
1527,3790,1236
1528,3444,599
1529,2270,1271
1530,3653,184
1531,3503,1179
1532,3520,594
1533,1794,753
1534,4127,1006
1535,1871,973
1536,2110,989
1537,2374,281
1538,2055,501
1539,1924,984
1540,1962,1276
1541,2342,1497
1542,3173,1425
1543,3348,1426
1544,3513,1493
1545,3757,1072
1546,1779,229
1547,3566,1477
1548,3125,980
1549,3073,790
1550,1268,656
1551,2388,687
1552,215,157
1553,1174,994
1554,2441,1452
1555,2133,1107
1556,484,732
1557,537,558
1558,370,1384
1559,2341,467
1560,2000,174
1561,2809,343
1562,2927,564
1563,3058,1047
1564,2031,426
1565,2029,353
1566,3304,1453
1567,666,564
1568,3638,575
1569,2456,1329
1570,3585,914
1571,3378,621
1572,1155,728
1573,3015,569
1574,191,1210
1575,72,764
1576,774,1036
1577,144,640
1578,2201,995
1579,654,338
1580,1586,1072
1581,2706,349
1582,216,112
1583,3657,1325
1584,3679,1084
1585,676,1036
1586,87,1395
1587,1904,600
1588,3530,237
1589,3483,391
1590,2528,427
1591,3653,802
1592,2508,714
1593,3139,1520
1594,152,477
1595,1768,1089
1596,3960,171
1597,4159,1320
1598,1098,328
1599,1215,913
1600,776,277
1601,3854,684
1602,3752,407
1603,3930,679
1604,3035,766
1605,1648,1145
1606,73,1473
1607,1628,678
1608,3663,1274
1609,2997,1413
1610,4064,120
1611,1185,108
1612,920,591
1613,567,1227
1614,3007,411
1615,3454,1100
1616,4056,1168
1617,2645,961
1618,2650,1305
1619,3904,1336
1620,4210,854
1621,163,585
1622,237,534
1623,481,894
1624,1243,1217
1625,3070,1110
1626,157,16
1627,3500,694
1628,998,632
1629,1141,940
1630,24,426
1631,1297,1453
1632,1677,920
1633,2073,920
1634,648,1007
1635,2796,726
1636,1865,1156
1637,1407,278
1638,1197,468
1639,3103,1408
1640,2561,859
1641,506,550
1642,1705,874
1643,1104,1408
1644,1534,992
1645,264,1202
1646,2488,731
1647,359,1412
1648,3812,942
1649,493,1412
1650,3614,957
1651,3705,321
1652,2362,218
1653,1245,458
1654,2496,972
1655,847,1351
1656,2399,1039
1657,2233,1501
1658,3086,1188
1659,2776,208
1660,105,899
1661,3763,649
1662,1198,238
1663,3151,270
1664,224,32
1665,1540,941
1666,1972,1352
1667,2701,973
1668,1292,839
1669,4179,712
1670,3095,900
1671,42,1489
1672,501,1249
1673,1635,1178
1674,2082,177
1675,2980,1327
1676,1538,1245
1677,4076,183
1678,212,1496
1679,3939,851
1680,615,977
1681,694,1270
1682,2399,234
1683,3961,610
1684,1096,1250
1685,3806,1261
1686,703,43
1687,391,680
1688,1487,125
1689,3224,1256
1690,1414,778
1691,1906,1240
1692,324,397
1693,1865,835
1694,2016,1004
1695,3210,984
1696,930,557
1697,1446,851
1698,3414,225
1699,3456,1390
1700,1911,429
1701,2902,989
1702,830,511
1703,2652,814
1704,2003,368
1705,3298,400
1706,3336,692
1707,2572,296
1708,2028,1364
1709,4168,256
1710,1059,1502
1711,410,1056
1712,1679,429
1713,2195,1477
1714,3030,1524
1715,3374,1334
1716,804,579
1717,1669,91
1718,2873,759
1719,3687,1272
1720,3728,1273
1721,836,1056
1722,2658,605
1723,3377,292
1724,2845,431
1725,744,1467
1726,3569,462
1727,759,55
1728,3458,631
1729,2899,667
1730,4118,677
1731,2387,492
1732,2409,251
1733,1863,1246
1734,3071,1124
1735,146,178
1736,3661,1340
1737,1190,399
1738,2256,1325
1739,3295,236
1740,4034,575
1741,1551,1509
1742,1657,215
1743,1779,1144
1744,387,425
1745,1433,507
1746,2465,159
1747,2376,87
1748,3329,1136
1749,3021,791
1750,1539,344
1751,1228,1391
1752,1240,462
1753,405,1354
1754,479,1303
1755,1543,1402
1756,2653,745
1757,755,420
1758,3547,1187
1759,3886,653
1760,2619,1134
1761,564,71
1762,1345,636
1763,1933,806
1764,224,1134
1765,3030,853
1766,2270,576
1767,1167,714
1768,1143,128
1769,3882,1069
1770,3577,433
1771,1985,1346
1772,1756,1294
1773,1874,1515
1774,3075,222
1775,3455,443
1776,1641,755
1777,1164,601
1778,308,616
1779,1956,766
1780,1999,1402
1781,180,1370
1782,2604,987
1783,357,508
1784,436,801
1785,936,1124
1786,2202,1172
1787,4067,1357
1788,591,1089
1789,1288,1017
1790,3037,1219
1791,1134,550
1792,1199,945
1793,1342,1253
1794,1037,617
1795,2637,1285
1796,1107,1356
1797,2327,305
1798,49,513
1799,2602,1264
1800,936,1474
1801,2500,233
1802,3064,571
1803,2009,935
1804,2026,350
1805,1324,832
1806,2803,1173
1807,1345,1120
1808,104,570
1809,3149,1029
1810,1072,961
1811,2405,1285
1812,3724,213
1813,1392,1316
1814,2336,367
1815,290,1110
1816,1404,1326
1817,3265,49
1818,3423,1389
1819,2798,1337
1820,889,99
1821,684,1387
1822,1835,731
1823,1229,921
1824,888,628
1825,246,1161
1826,2109,711
1827,829,987
1828,3031,757
1829,1092,808
1830,3652,286
1831,3767,44
1832,2762,717
1833,2987,835
1834,1395,28
1835,139,890
1836,619,1527
1837,1701,1266
1838,2566,24
1839,520,1521
1840,2717,193
1841,2642,19
1842,2659,188
