meet_id,final_place_id,final_time
280,1092,2023-01-01 22:15:00
281,537,2024-08-11 18:15:00
282,593,2022-10-12 11:30:00
283,1488,2024-10-28 16:30:00
284,1310,2022-12-26 17:15:00
285,863,2023-01-23 18:00:00
286,904,2022-04-08 17:30:00
287,1292,2024-04-13 22:00:00
288,310,2023-03-22 10:45:00
291,1175,2022-05-09 15:45:00
292,1112,2022-08-28 16:00:00
293,927,2023-01-18 18:00:00
294,879,2024-10-11 16:45:00
295,1021,2023-10-19 18:00:00
296,908,2024-08-07 14:15:00
297,654,2024-03-31 14:00:00
298,996,2023-07-01 22:00:00
299,47,2023-05-09 21:15:00
300,328,2024-08-07 22:15:00
301,269,2023-12-13 15:45:00
302,1151,2023-02-11 19:30:00
303,231,2024-11-19 14:00:00
304,1453,2024-11-24 12:45:00
305,1327,2023-07-28 16:45:00
306,472,2022-04-22 18:30:00
307,1276,2024-11-18 13:30:00
308,916,2023-05-22 17:00:00
309,464,2024-05-23 16:15:00
310,272,2022-02-01 16:30:00
311,298,2022-05-11 19:15:00
312,1124,2024-10-25 18:30:00
313,807,2023-02-05 13:45:00
314,309,2023-12-02 12:15:00
315,574,2023-09-17 20:00:00
316,505,2023-02-06 17:00:00
319,1009,2022-04-15 12:45:00
320,179,2024-04-12 12:15:00
321,1069,2022-05-18 16:30:00
322,1336,2022-06-16 15:45:00
323,892,2022-03-23 18:30:00
324,102,2023-01-27 12:00:00
325,61,2024-08-15 14:15:00
326,604,2024-02-15 20:45:00
328,1100,2022-01-29 12:00:00
329,785,2023-03-10 20:30:00
330,344,2024-08-27 18:45:00
331,792,2023-07-07 20:15:00
332,381,2022-06-07 18:45:00
334,1130,2022-05-23 13:00:00
336,905,2023-01-28 15:00:00
337,1025,2022-10-07 14:15:00
338,286,2024-03-17 20:00:00
339,468,2024-06-28 09:45:00
340,401,2022-04-20 18:30:00
341,480,2022-12-17 17:30:00
342,99,2024-02-01 17:30:00
344,1023,2022-02-07 15:00:00
345,1290,2024-09-08 14:45:00
346,1027,2022-09-12 15:45:00
347,918,2023-01-14 15:30:00
348,1053,2023-04-29 17:15:00
349,1136,2023-02-13 19:45:00
350,1259,2024-09-30 19:00:00
351,891,2024-07-17 20:45:00
353,1368,2023-06-24 20:00:00
354,1310,2023-12-17 21:30:00
355,1358,2023-07-16 14:30:00
356,252,2022-11-05 19:15:00
357,1174,2024-06-30 09:45:00
358,1342,2024-03-11 18:00:00
360,1349,2024-10-13 18:15:00
361,274,2022-12-21 20:45:00
362,1077,2023-04-15 14:15:00
363,793,2024-11-10 18:30:00
364,118,2023-10-21 18:15:00
365,1517,2022-05-30 21:15:00
367,130,2024-06-03 20:00:00
368,458,2022-01-21 12:00:00
369,468,2024-05-30 12:30:00
370,1353,2023-01-25 15:00:00
371,745,2024-10-16 19:00:00
372,595,2022-07-20 19:45:00
373,240,2023-08-17 17:00:00
374,368,2024-08-23 14:15:00
375,319,2024-04-26 14:30:00
376,933,2022-10-27 16:45:00
378,1203,2023-02-11 16:00:00
379,1488,2024-04-22 13:45:00
380,1298,2024-10-18 12:00:00
381,12,2024-08-18 15:30:00
382,344,2024-03-17 16:15:00
383,1231,2024-02-14 14:45:00
384,1473,2024-09-08 14:30:00
385,474,2024-09-29 16:45:00
386,415,2024-04-29 16:45:00
387,617,2023-11-09 09:00:00
388,1189,2023-04-25 11:15:00
389,90,2023-03-15 15:45:00
390,1123,2024-01-09 20:30:00
391,680,2022-11-07 14:45:00
392,929,2022-05-27 14:30:00
393,1004,2022-07-20 17:45:00
394,647,2022-03-07 16:15:00
395,9,2022-02-03 14:30:00
396,729,2022-02-27 20:45:00
397,224,2024-10-12 17:30:00
400,1493,2022-03-03 18:30:00
401,548,2023-11-02 12:15:00
402,501,2023-08-02 16:15:00
403,1215,2022-08-04 10:45:00
404,1423,2023-05-31 21:00:00
405,40,2022-08-01 18:15:00
406,205,2023-03-04 11:15:00
408,274,2024-07-02 09:45:00
409,101,2022-01-20 10:45:00
410,989,2022-07-14 20:45:00
411,514,2024-10-07 16:30:00
413,351,2022-11-06 15:00:00
414,1274,2022-03-31 13:45:00
415,988,2024-08-26 12:45:00
416,1344,2022-10-28 15:30:00
417,1471,2022-10-28 16:00:00
419,1007,2022-02-01 19:30:00
420,758,2023-08-23 14:45:00
423,705,2024-04-18 13:30:00
424,1391,2022-12-27 11:00:00
425,326,2023-10-31 13:45:00
427,17,2023-01-14 19:45:00
428,633,2022-01-21 20:00:00
429,326,2024-11-30 19:15:00
430,305,2024-02-22 20:00:00
432,1261,2023-06-13 10:15:00
433,1057,2023-10-10 12:30:00
434,680,2023-05-01 13:45:00
435,1243,2022-09-04 21:45:00
436,929,2022-09-29 15:15:00
438,1082,2022-03-25 08:30:00
439,547,2023-01-18 17:00:00
440,558,2022-01-25 16:15:00
441,657,2022-11-08 10:45:00
442,916,2022-01-08 15:15:00
443,602,2023-11-27 22:00:00
444,1237,2023-06-19 12:30:00
445,591,2023-04-18 16:15:00
446,550,2022-06-27 17:30:00
447,641,2023-04-23 21:15:00
448,821,2024-08-11 11:30:00
449,579,2022-04-04 17:30:00
450,152,2024-12-09 20:15:00
452,34,2023-09-19 19:15:00
454,915,2024-11-13 12:45:00
455,913,2022-03-22 15:00:00
456,875,2023-03-21 22:00:00
457,165,2023-07-23 12:30:00
458,858,2024-01-30 16:15:00
459,1354,2023-12-12 13:45:00
460,136,2022-04-01 13:30:00
461,600,2023-11-12 11:45:00
462,154,2024-03-20 19:45:00
463,966,2022-02-06 18:30:00
464,264,2024-01-26 13:30:00
465,804,2023-05-16 12:30:00
468,399,2024-08-23 17:30:00
469,1007,2024-10-11 18:30:00
470,278,2024-09-04 18:00:00
471,814,2023-02-03 15:15:00
473,47,2023-03-07 19:30:00
474,1050,2023-03-27 19:30:00
475,258,2023-04-08 16:00:00
476,594,2024-11-22 20:00:00
477,985,2023-11-14 17:15:00
479,1479,2023-01-08 22:30:00
480,64,2024-05-24 21:30:00
481,622,2023-05-14 12:30:00
482,1528,2024-04-26 13:15:00
483,1059,2023-02-04 14:00:00
484,732,2022-07-16 16:00:00
486,261,2024-12-09 18:00:00
487,831,2024-01-28 14:15:00
489,1125,2024-06-11 14:15:00
490,1478,2024-07-13 15:30:00
491,89,2024-01-29 20:00:00
492,625,2023-01-16 12:45:00
493,37,2023-05-30 13:00:00
494,175,2024-04-23 15:30:00
495,742,2022-12-14 15:30:00
498,624,2024-06-14 13:45:00
499,1063,2023-02-12 16:45:00
500,1111,2023-08-17 17:15:00
501,977,2023-11-19 16:00:00
502,970,2023-06-06 19:30:00
504,560,2023-12-29 14:00:00
505,206,2024-05-13 11:30:00
506,809,2022-01-22 13:00:00
508,931,2022-07-08 19:45:00
509,742,2022-12-31 21:15:00
510,1038,2023-01-24 21:00:00
511,971,2022-07-17 19:45:00
512,1305,2023-11-11 17:30:00
513,153,2022-03-07 12:15:00
514,666,2022-03-02 12:15:00
516,157,2024-08-18 18:15:00
517,1241,2022-08-03 18:30:00
518,344,2022-03-15 17:00:00
519,336,2024-01-23 17:30:00
520,1521,2022-04-07 14:00:00
522,776,2024-09-19 15:30:00
523,657,2022-09-08 18:15:00
524,646,2024-11-20 14:00:00
525,551,2023-05-28 19:00:00
526,267,2023-06-09 10:30:00
527,359,2024-08-22 17:45:00
528,169,2023-02-04 12:45:00
529,927,2022-12-16 15:30:00
532,155,2023-03-03 14:45:00
533,1326,2023-02-01 20:00:00
534,546,2023-12-07 14:00:00
536,591,2024-07-22 18:30:00
537,224,2022-07-22 13:45:00
539,1405,2024-07-02 19:30:00
540,656,2024-03-31 16:15:00
541,1052,2023-11-10 22:15:00
542,775,2023-03-15 16:45:00
544,349,2024-09-01 21:30:00
545,219,2023-11-26 12:00:00
546,961,2023-12-30 16:15:00
547,949,2023-08-10 17:00:00
548,633,2022-12-03 15:30:00
549,763,2022-09-08 15:15:00
551,902,2024-02-10 20:30:00
552,768,2022-08-25 19:45:00
553,1364,2022-02-11 16:15:00
555,13,2023-05-04 15:15:00
556,1489,2022-12-03 18:30:00
557,1362,2022-07-26 17:15:00
558,846,2024-10-13 14:30:00
559,1167,2024-10-16 14:45:00
560,373,2023-06-27 12:15:00
562,1089,2022-04-28 13:00:00
563,1202,2023-09-18 18:15:00
564,1060,2022-08-22 16:45:00
565,946,2023-02-16 20:00:00
566,1151,2022-06-29 10:30:00
567,594,2024-09-05 21:45:00
568,137,2024-09-15 22:15:00
569,1446,2023-07-28 11:15:00
570,393,2022-05-24 18:30:00
571,1233,2024-01-23 22:00:00
572,699,2023-08-30 14:00:00
573,269,2024-01-27 17:30:00
574,632,2024-10-27 15:30:00
575,66,2024-08-28 13:15:00
576,1282,2024-07-01 17:00:00
577,145,2023-02-09 10:30:00
578,1177,2023-10-05 13:00:00
579,477,2022-10-31 10:45:00
580,703,2024-09-07 11:00:00
581,466,2023-03-15 13:30:00
582,938,2023-07-29 15:15:00
584,1402,2022-05-15 16:30:00
585,1254,2023-03-13 15:45:00
586,495,2024-03-11 12:30:00
587,1154,2023-06-05 18:15:00
588,1191,2022-09-19 12:00:00
590,125,2023-12-13 18:45:00
591,416,2022-07-21 09:30:00
593,267,2024-04-29 18:15:00
594,230,2022-03-14 14:00:00
595,829,2024-01-18 17:15:00
596,567,2022-05-17 16:15:00
597,822,2023-01-12 13:30:00
598,1112,2024-07-08 14:15:00
599,574,2024-05-23 15:45:00
602,283,2024-11-30 19:30:00
604,1493,2023-02-18 13:45:00
606,508,2022-10-02 16:30:00
607,748,2022-08-21 12:15:00
608,371,2022-08-13 17:15:00
609,805,2023-04-03 16:00:00
610,359,2024-03-30 11:45:00
611,1140,2023-04-13 14:00:00
612,1327,2023-08-19 16:15:00
613,40,2024-06-18 17:30:00
614,1335,2024-09-09 20:00:00
615,751,2022-12-19 16:45:00
616,1099,2022-04-01 20:00:00
617,524,2022-10-07 21:30:00
618,830,2022-07-23 21:30:00
620,779,2024-03-26 16:30:00
621,599,2022-12-14 14:45:00
622,491,2023-12-18 19:45:00
623,532,2022-06-04 12:45:00
624,945,2023-09-11 18:30:00
625,545,2023-03-29 18:00:00
626,164,2024-06-26 14:45:00
628,380,2023-02-17 18:15:00
629,285,2024-06-06 15:45:00
632,1452,2024-06-23 13:30:00
634,567,2024-11-29 18:30:00
636,58,2024-01-08 19:00:00
639,888,2023-10-19 15:00:00
640,644,2023-08-07 20:00:00
642,1345,2022-06-14 17:45:00
643,954,2023-11-02 09:45:00
645,320,2023-09-17 17:15:00
646,1246,2022-06-23 18:00:00
647,795,2022-05-22 16:30:00
648,1116,2023-10-19 19:00:00
650,278,2023-03-03 17:15:00
652,848,2022-01-13 14:30:00
653,252,2022-10-07 15:45:00
654,338,2024-10-01 14:45:00
655,221,2023-04-29 12:45:00
656,1526,2023-09-18 20:30:00
657,547,2023-11-11 17:45:00
658,102,2024-04-13 14:00:00
660,72,2024-09-19 15:15:00
661,741,2024-07-15 13:15:00
662,1104,2023-09-10 17:15:00
663,1094,2022-07-18 18:00:00
665,827,2023-07-28 19:30:00
666,119,2023-11-24 17:15:00
667,326,2022-10-31 20:30:00
668,1340,2022-12-20 16:00:00
669,173,2024-06-07 16:30:00
670,1496,2023-04-30 16:30:00
671,295,2024-09-30 15:00:00
672,1434,2024-04-01 17:15:00
674,1432,2022-11-12 20:15:00
675,1447,2023-12-04 12:00:00
676,879,2022-09-07 18:45:00
677,463,2023-12-16 13:30:00
680,1519,2023-05-02 13:45:00
681,1252,2024-07-04 21:15:00
682,421,2022-09-28 20:45:00
683,350,2023-04-15 11:30:00
684,1171,2022-11-10 21:00:00
685,280,2024-04-02 11:00:00
686,150,2022-01-06 08:30:00
688,1492,2023-05-17 21:45:00
689,1083,2024-07-18 14:15:00
691,963,2022-06-23 12:30:00
692,3,2023-09-01 20:30:00
693,1338,2022-10-31 12:00:00
694,1075,2024-07-12 12:00:00
695,1203,2024-09-09 17:15:00
697,1534,2023-02-23 09:45:00
698,711,2022-08-06 15:15:00
700,697,2023-04-17 18:30:00
702,905,2024-12-07 14:30:00
704,193,2024-03-08 14:45:00
705,265,2023-08-03 10:45:00
706,359,2022-03-03 13:00:00
708,517,2024-01-21 19:00:00
709,604,2023-05-07 11:15:00
710,678,2024-04-21 19:30:00
711,1321,2023-05-16 18:30:00
712,1139,2023-09-24 21:30:00
713,305,2022-11-16 11:00:00
714,974,2024-08-03 19:00:00
715,1478,2022-05-02 14:45:00
716,187,2024-07-21 17:45:00
717,206,2023-06-04 19:00:00
720,891,2023-03-26 09:00:00
722,1011,2022-09-13 12:00:00
723,248,2023-12-30 13:45:00
724,649,2023-07-06 17:45:00
725,865,2023-01-27 18:15:00
726,186,2022-08-20 15:00:00
727,106,2023-02-27 12:45:00
730,1108,2023-07-18 17:45:00
731,23,2022-06-28 19:30:00
732,1367,2023-12-20 20:30:00
733,610,2022-12-25 21:45:00
734,12,2022-12-06 14:00:00
735,666,2022-11-20 11:00:00
736,1489,2023-04-10 18:00:00
738,1266,2023-04-22 18:30:00
739,990,2023-05-31 15:15:00
740,934,2022-12-15 13:30:00
741,864,2024-09-29 13:15:00
742,1521,2023-03-25 11:30:00
743,1216,2022-08-04 17:45:00
744,392,2023-10-06 11:45:00
745,1359,2024-05-25 18:00:00
747,285,2023-04-10 20:30:00
748,308,2023-05-04 13:00:00
749,880,2023-08-12 12:00:00
750,1490,2024-10-21 19:15:00
751,126,2022-01-24 13:00:00
752,1334,2023-09-18 14:00:00
753,162,2022-10-27 13:30:00
754,1300,2023-03-31 21:30:00
755,420,2024-02-21 15:15:00
756,285,2024-04-05 14:30:00
757,502,2022-03-29 12:45:00
759,1299,2024-02-09 21:15:00
760,1319,2023-12-12 15:15:00
761,1241,2022-07-24 15:45:00
762,331,2022-12-16 13:15:00
764,772,2022-12-11 17:30:00
765,1136,2024-05-07 18:15:00
766,981,2024-06-17 13:45:00
767,405,2023-12-24 13:00:00
768,1319,2022-05-29 11:45:00
769,1484,2024-05-06 10:00:00
770,537,2023-12-30 20:15:00
771,371,2023-05-04 14:15:00
772,383,2024-03-01 11:45:00
773,123,2024-04-03 15:30:00
774,336,2022-02-09 13:45:00
775,1081,2022-08-05 20:30:00
776,232,2023-07-07 15:45:00
777,488,2024-07-31 16:30:00
778,1433,2023-12-28 13:30:00
779,508,2024-08-04 21:15:00
780,789,2023-03-31 14:00:00
782,811,2023-08-23 18:30:00
784,1178,2022-10-25 11:45:00
785,1092,2024-11-04 15:15:00
786,1130,2024-01-12 14:45:00
787,399,2022-08-27 22:45:00
788,587,2024-07-29 13:00:00
791,98,2023-11-15 18:30:00
792,579,2022-08-17 13:15:00
793,906,2023-10-01 11:15:00
794,1289,2022-09-24 13:15:00
795,1177,2023-02-16 22:30:00
796,942,2024-01-29 14:30:00
797,216,2022-07-18 22:45:00
798,955,2024-07-07 17:00:00
799,313,2024-09-19 14:15:00
802,1164,2023-10-17 18:00:00
804,130,2022-07-02 18:15:00
805,432,2024-12-04 16:15:00
806,1156,2023-07-27 19:00:00
807,513,2023-03-30 18:30:00
808,1512,2022-02-23 18:45:00
809,1511,2022-03-17 20:45:00
810,121,2023-03-01 15:30:00
811,69,2023-08-21 19:30:00
812,1097,2022-05-29 18:15:00
813,91,2024-11-13 20:30:00
814,1459,2023-10-06 14:15:00
815,1212,2022-02-03 14:30:00
816,338,2024-05-04 15:15:00
817,1054,2023-04-26 17:15:00
818,685,2023-02-02 14:45:00
819,247,2022-02-03 12:30:00
820,1311,2023-10-24 21:30:00
821,1476,2022-06-06 09:15:00
822,838,2023-09-26 12:45:00
823,1176,2022-09-15 21:00:00
824,781,2023-06-21 17:45:00
825,1051,2022-12-06 20:15:00
826,673,2024-09-03 19:15:00
827,854,2023-04-19 15:00:00
828,1224,2023-09-12 13:15:00
829,287,2024-04-04 17:15:00
831,75,2023-03-05 15:30:00
832,154,2023-01-25 19:30:00
833,857,2023-10-05 19:45:00
834,1340,2023-10-25 12:30:00
835,1177,2022-05-10 16:30:00
836,1056,2023-01-15 10:45:00
837,985,2022-05-22 12:00:00
838,1218,2023-10-01 21:45:00
839,195,2022-02-20 11:30:00
840,583,2024-04-21 15:45:00
841,630,2024-11-28 19:15:00
842,862,2024-08-22 22:45:00
843,737,2022-08-09 16:00:00
844,985,2024-10-16 20:45:00
845,95,2022-09-11 13:30:00
846,619,2023-03-02 16:15:00
848,817,2023-03-15 13:00:00
849,1236,2023-04-08 09:30:00
850,1129,2023-09-10 17:45:00
851,747,2023-11-05 18:45:00
852,718,2022-06-01 16:30:00
853,1466,2022-02-20 14:15:00
854,540,2022-07-01 10:00:00
855,1463,2023-04-16 11:30:00
856,120,2023-06-25 18:45:00
857,462,2022-11-27 12:30:00
858,904,2024-01-28 16:30:00
859,829,2024-07-25 22:30:00
860,414,2024-10-14 19:45:00
861,1164,2022-01-29 19:15:00
863,388,2023-08-09 11:45:00
864,759,2023-10-02 22:00:00
865,447,2023-06-27 14:30:00
866,591,2023-09-27 14:45:00
867,328,2022-05-30 21:30:00
868,718,2023-08-22 18:45:00
869,574,2022-03-30 18:00:00
872,1179,2023-06-05 18:30:00
873,413,2023-12-09 15:30:00
874,21,2022-04-10 15:30:00
875,334,2024-03-27 19:00:00
876,1160,2023-11-21 16:45:00
877,270,2022-07-24 13:15:00
878,62,2022-04-20 16:15:00
880,1103,2024-05-17 18:15:00
882,434,2024-02-05 17:30:00
883,394,2023-03-19 19:15:00
884,830,2024-05-28 20:45:00
885,682,2024-04-30 16:30:00
886,583,2022-12-05 14:45:00
887,958,2023-07-08 17:15:00
889,884,2024-02-23 18:15:00
890,1338,2022-05-02 13:45:00
891,639,2023-11-21 17:15:00
892,87,2023-12-11 12:30:00
893,512,2023-04-13 18:00:00
894,224,2022-12-06 13:00:00
895,540,2024-03-17 15:00:00
896,1139,2022-04-26 17:00:00
897,642,2023-10-19 21:00:00
899,1036,2022-11-01 13:30:00
901,1308,2022-03-17 20:15:00
902,1322,2024-05-03 20:00:00
904,38,2024-09-15 11:30:00
905,235,2023-02-24 12:15:00
907,1461,2023-06-25 08:30:00
908,1179,2022-01-13 13:00:00
909,390,2023-09-25 21:45:00
910,1062,2024-09-27 16:45:00
916,260,2024-04-06 10:45:00
917,902,2024-02-04 12:45:00
918,708,2022-12-31 19:45:00
919,1496,2024-09-27 11:30:00
920,180,2024-01-26 17:45:00
921,383,2023-05-26 17:15:00
923,31,2022-10-13 15:15:00
924,813,2024-04-12 14:45:00
926,625,2022-05-11 16:30:00
927,675,2022-01-24 17:30:00
928,241,2022-06-08 16:45:00
929,103,2023-03-10 21:00:00
930,500,2022-01-20 19:00:00
931,406,2024-10-29 17:15:00
932,1142,2024-11-11 16:30:00
933,947,2024-10-11 21:15:00
934,314,2023-08-28 10:00:00
935,1145,2023-07-30 15:00:00
938,1034,2022-07-01 19:00:00
939,745,2022-08-28 18:00:00
942,1515,2024-05-31 18:30:00
943,1215,2024-11-21 15:15:00
944,211,2024-01-29 14:30:00
945,1527,2023-05-11 20:15:00
946,225,2024-09-09 15:15:00
948,1299,2022-03-14 12:15:00
950,323,2024-06-07 19:15:00
951,793,2023-03-17 21:45:00
952,1159,2022-05-28 18:30:00
953,928,2024-07-20 18:00:00
954,1039,2023-08-22 18:45:00
955,1017,2024-11-29 21:00:00
956,1289,2024-10-28 14:45:00
957,497,2024-04-06 18:45:00
958,217,2022-02-15 18:00:00
959,993,2023-02-01 21:15:00
962,355,2023-06-08 15:15:00
963,741,2023-03-31 18:15:00
964,208,2022-07-18 20:00:00
965,518,2023-01-29 18:45:00
