meetId,locationId,id
70,1368,522
70,594,523
70,642,524
71,1056,525
71,233,526
71,1241,527
71,266,528
71,36,529
71,258,530
71,1486,531
72,1347,532
72,614,533
72,1193,534
72,381,535
72,1396,536
72,769,537
72,1029,538
72,1067,539
72,806,540
73,1122,541
73,1362,542
73,72,543
73,388,544
73,65,545
73,265,546
73,1054,547
73,780,548
73,829,549
73,225,550
74,100,551
74,1221,552
74,1068,553
74,432,554
74,914,555
74,1529,556
74,131,557
74,750,558
75,1470,559
75,609,560
75,38,561
75,284,562
75,804,563
75,442,564
75,1493,565
76,287,566
76,87,567
76,1526,568
76,1089,569
76,865,570
76,1516,571
76,588,572
76,1183,573
77,932,574
77,956,575
77,1528,576
77,82,577
77,859,578
77,1487,579
78,599,580
78,301,581
78,416,582
78,824,583
78,914,584
78,817,585
78,237,586
79,140,587
79,198,588
79,1363,589
79,446,590
79,1499,591
79,1176,592
79,326,593
80,1470,594
80,529,595
80,171,596
80,1277,597
80,982,598
80,707,599
80,316,600
81,822,601
81,892,602
81,390,603
81,406,604
81,267,605
81,1182,606
81,1502,607
82,561,608
82,281,609
82,1271,610
82,1154,611
82,282,612
82,447,613
83,1413,614
83,279,615
83,1131,616
83,1171,617
83,82,618
84,338,619
84,1254,620
84,1468,621
84,60,622
84,172,623
84,490,624
84,443,625
85,802,626
85,1136,627
85,449,628
85,1087,629
85,125,630
85,482,631
85,1517,632
85,973,633
85,152,634
85,441,635
86,897,636
86,1269,637
86,368,638
86,1457,639
86,38,640
86,1016,641
87,1513,642
87,804,643
87,1332,644
87,892,645
87,851,646
87,410,647
87,1303,648
88,593,649
88,670,650
88,1130,651
88,525,652
88,48,653
88,1501,654
89,1330,655
89,163,656
89,1015,657
89,1105,658
89,1117,659
90,524,660
90,1352,661
90,360,662
90,1329,663
90,965,664
91,800,665
91,587,666
91,170,667
91,255,668
91,518,669
91,313,670
91,1217,671
91,469,672
91,593,673
91,127,674
92,618,675
92,1463,676
92,204,677
92,51,678
92,1258,679
92,1354,680
92,905,681
92,1167,682
93,725,683
93,405,684
93,252,685
93,1441,686
93,1139,687
93,571,688
93,1232,689
94,1089,690
94,1202,691
94,1178,692
94,974,693
94,214,694
94,291,695
94,315,696
94,759,697
95,1090,698
95,547,699
95,925,700
95,362,701
95,1263,702
95,549,703
95,74,704
95,1487,705
96,1008,706
96,252,707
96,1071,708
96,22,709
96,686,710
96,1499,711
97,359,712
97,4,713
97,1266,714
97,28,715
97,113,716
97,790,717
97,1158,718
97,563,719
97,447,720
98,18,721
98,230,722
98,1028,723
98,114,724
98,522,725
98,366,726
98,1252,727
98,299,728
98,128,729
98,1328,730
99,828,731
99,798,732
99,287,733
99,718,734
99,963,735
99,981,736
99,401,737
99,1491,738
100,185,739
100,1153,740
100,709,741
100,1520,742
100,1337,743
100,57,744
100,869,745
100,165,746
100,350,747
100,597,748
101,856,749
101,103,750
101,477,751
101,287,752
101,903,753
101,1353,754
102,877,755
102,799,756
102,1252,757
102,1403,758
102,326,759
103,488,760
103,577,761
103,543,762
103,380,763
103,120,764
103,1075,765
103,1145,766
104,1379,767
104,744,768
104,748,769
104,838,770
104,640,771
104,1298,772
104,388,773
105,1353,774
105,242,775
105,181,776
105,1462,777
105,1311,778
105,290,779
106,850,780
106,366,781
106,1057,782
106,1127,783
106,1486,784
106,846,785
107,1440,786
107,157,787
107,571,788
107,1172,789
107,75,790
107,997,791
107,1163,792
107,205,793
108,571,794
108,766,795
108,776,796
108,434,797
108,166,798
108,1461,799
108,977,800
108,42,801
108,1176,802
109,1271,803
109,747,804
109,198,805
109,576,806
109,405,807
110,581,808
110,93,809
110,529,810
110,814,811
110,1078,812
110,1350,813
110,101,814
111,1391,815
111,1336,816
111,271,817
111,552,818
111,1229,819
111,775,820
111,1260,821
111,336,822
112,1094,823
112,460,824
112,1,825
112,161,826
112,1243,827
112,155,828
113,239,829
113,1321,830
113,627,831
113,335,832
113,873,833
113,249,834
114,860,835
114,71,836
114,835,837
114,830,838
114,555,839
114,180,840
114,1490,841
114,1320,842
114,32,843
114,1160,844
115,578,845
115,337,846
115,1204,847
115,1145,848
115,145,849
115,477,850
115,922,851
116,1223,852
116,646,853
116,1502,854
116,712,855
116,402,856
116,1489,857
116,680,858
116,712,859
116,353,860
117,42,861
117,1054,862
117,468,863
117,1388,864
117,740,865
117,481,866
117,761,867
117,228,868
117,267,869
117,1461,870
118,578,871
118,296,872
118,467,873
118,423,874
118,476,875
118,326,876
118,962,877
118,115,878
119,317,879
119,1102,880
119,979,881
119,642,882
119,694,883
119,57,884
119,1354,885
119,1406,886
120,1101,887
120,222,888
120,237,889
120,1211,890
120,1453,891
121,865,892
121,1424,893
121,1316,894
121,961,895
121,1434,896
121,1468,897
121,1418,898
121,832,899
122,613,900
122,599,901
122,1498,902
122,120,903
122,520,904
122,722,905
122,1037,906
122,1064,907
123,319,908
123,1386,909
123,185,910
123,1286,911
123,54,912
124,238,913
124,1420,914
124,293,915
124,623,916
124,828,917
125,1155,918
125,709,919
125,692,920
125,76,921
125,629,922
125,486,923
125,782,924
125,1261,925
126,489,926
126,476,927
126,983,928
126,785,929
126,434,930
126,569,931
127,103,932
127,647,933
127,1191,934
127,738,935
127,419,936
127,860,937
127,35,938
127,669,939
127,1016,940
127,165,941
128,468,942
128,1111,943
128,983,944
128,1431,945
128,638,946
129,367,947
129,548,948
129,106,949
129,895,950
129,1281,951
129,562,952
130,794,953
130,1280,954
130,1527,955
130,21,956
130,426,957
130,1308,958
130,339,959
130,786,960
130,1068,961
131,228,962
131,244,963
131,1053,964
131,1047,965
131,555,966
131,110,967
131,993,968
132,664,969
132,478,970
132,63,971
132,703,972
132,671,973
133,478,974
133,887,975
133,1348,976
133,443,977
133,419,978
133,1326,979
133,705,980
133,1003,981
134,259,982
134,565,983
134,114,984
134,902,985
134,1087,986
134,709,987
135,158,988
135,210,989
135,301,990
135,124,991
135,637,992
136,1140,993
136,637,994
136,921,995
136,855,996
136,651,997
136,170,998
136,326,999
136,864,1000
137,349,1001
137,957,1002
137,220,1003
137,254,1004
137,1221,1005
137,463,1006
137,1210,1007
137,1461,1008
137,942,1009
138,37,1010
138,300,1011
138,928,1012
138,1291,1013
138,1281,1014
138,926,1015
138,644,1016
138,752,1017
138,995,1018
138,1387,1019
139,197,1020
139,651,1021
139,423,1022
139,273,1023
139,462,1024
139,289,1025
139,641,1026
139,489,1027
139,1380,1028
139,202,1029
140,1018,1030
140,228,1031
140,195,1032
140,113,1033
140,688,1034
140,201,1035
140,1175,1036
140,1351,1037
141,1034,1038
141,1185,1039
141,601,1040
141,546,1041
141,338,1042
141,957,1043
142,760,1044
142,470,1045
142,1209,1046
142,1392,1047
142,134,1048
142,1301,1049
142,1161,1050
142,1115,1051
142,686,1052
142,530,1053
143,23,1054
143,522,1055
143,1099,1056
143,954,1057
143,87,1058
143,335,1059
144,1394,1060
144,692,1061
144,516,1062
144,233,1063
144,221,1064
145,1329,1065
145,1012,1066
145,129,1067
145,983,1068
145,582,1069
145,49,1070
145,229,1071
146,803,1072
146,1164,1073
146,371,1074
146,1299,1075
146,1521,1076
146,383,1077
146,663,1078
146,326,1079
147,18,1080
147,205,1081
147,49,1082
147,1103,1083
147,1514,1084
147,359,1085
148,1087,1086
148,74,1087
148,1200,1088
148,52,1089
148,1460,1090
148,233,1091
148,631,1092
148,884,1093
149,472,1094
149,50,1095
149,1303,1096
149,793,1097
149,1069,1098
150,54,1099
150,319,1100
150,1066,1101
150,1236,1102
150,519,1103
150,1173,1104
151,66,1105
151,202,1106
151,1167,1107
151,1071,1108
151,1328,1109
151,1280,1110
152,609,1111
152,966,1112
152,153,1113
152,756,1114
152,192,1115
152,1025,1116
152,981,1117
153,1019,1118
153,1021,1119
153,479,1120
153,1007,1121
153,1397,1122
154,125,1123
154,297,1124
154,275,1125
154,486,1126
154,1055,1127
155,1082,1128
155,475,1129
155,1095,1130
155,1359,1131
155,489,1132
155,511,1133
155,1087,1134
156,1252,1135
156,1154,1136
156,1405,1137
156,699,1138
156,225,1139
156,375,1140
156,774,1141
156,1421,1142
157,138,1143
157,1536,1144
157,492,1145
157,277,1146
157,740,1147
157,1108,1148
157,1375,1149
157,49,1150
157,1168,1151
157,407,1152
158,129,1153
158,10,1154
158,1241,1155
158,505,1156
158,460,1157
158,114,1158
158,1510,1159
158,1109,1160
158,468,1161
159,62,1162
159,461,1163
159,376,1164
159,269,1165
159,1006,1166
159,740,1167
160,1321,1168
160,725,1169
160,1079,1170
160,1317,1171
160,229,1172
161,1127,1173
161,90,1174
161,422,1175
161,651,1176
161,1091,1177
161,110,1178
161,722,1179
161,470,1180
161,840,1181
162,1277,1182
162,228,1183
162,630,1184
162,855,1185
162,496,1186
162,802,1187
162,1364,1188
163,1069,1189
163,868,1190
163,76,1191
163,264,1192
163,1041,1193
163,1233,1194
163,381,1195
163,829,1196
163,43,1197
164,838,1198
164,1085,1199
164,1394,1200
164,385,1201
164,168,1202
164,398,1203
164,1485,1204
164,485,1205
164,793,1206
165,1246,1207
165,1174,1208
165,491,1209
165,22,1210
165,793,1211
165,113,1212
165,826,1213
166,104,1214
166,1087,1215
166,722,1216
166,923,1217
166,1507,1218
166,1035,1219
166,640,1220
166,708,1221
166,1311,1222
167,1526,1223
167,336,1224
167,1090,1225
167,1176,1226
167,1459,1227
167,73,1228
167,298,1229
167,1089,1230
167,892,1231
168,467,1232
168,522,1233
168,1002,1234
168,706,1235
168,135,1236
168,179,1237
169,130,1238
169,1076,1239
169,463,1240
169,785,1241
169,1075,1242
169,1277,1243
169,877,1244
169,350,1245
169,746,1246
169,726,1247
170,1279,1248
170,582,1249
170,398,1250
170,937,1251
170,203,1252
170,718,1253
170,640,1254
170,1460,1255
171,381,1256
171,64,1257
171,1234,1258
171,658,1259
171,33,1260
171,982,1261
171,429,1262
171,330,1263
171,280,1264
172,693,1265
172,714,1266
172,663,1267
172,272,1268
172,55,1269
172,558,1270
172,943,1271
172,1138,1272
173,538,1273
173,1327,1274
173,730,1275
173,754,1276
173,501,1277
173,915,1278
173,1390,1279
173,930,1280
174,155,1281
174,1450,1282
174,1116,1283
174,1291,1284
174,399,1285
174,1397,1286
175,622,1287
175,1126,1288
175,749,1289
175,1502,1290
175,1036,1291
175,1260,1292
175,414,1293
176,1083,1294
176,317,1295
176,630,1296
176,851,1297
176,116,1298
176,1398,1299
176,773,1300
177,897,1301
177,1337,1302
177,197,1303
177,748,1304
177,672,1305
177,1329,1306
178,12,1307
178,34,1308
178,1298,1309
178,175,1310
178,1176,1311
178,753,1312
178,1150,1313
179,815,1314
179,1433,1315
179,1374,1316
179,1442,1317
179,1409,1318
179,1003,1319
179,887,1320
179,984,1321
179,1153,1322
180,705,1323
180,760,1324
180,722,1325
180,1212,1326
180,924,1327
180,67,1328
180,705,1329
180,935,1330
180,414,1331
181,1273,1332
181,1299,1333
181,921,1334
181,144,1335
181,739,1336
181,195,1337
181,1238,1338
181,546,1339
182,487,1340
182,705,1341
182,939,1342
182,1354,1343
182,459,1344
182,590,1345
182,1358,1346
182,861,1347
182,22,1348
183,3,1349
183,842,1350
183,1434,1351
183,191,1352
183,396,1353
183,1035,1354
184,134,1355
184,1489,1356
184,1158,1357
184,1208,1358
184,262,1359
185,73,1360
185,1162,1361
185,91,1362
185,105,1363
185,1254,1364
186,808,1365
186,1318,1366
186,573,1367
186,1500,1368
186,610,1369
186,1455,1370
186,336,1371
186,1387,1372
186,573,1373
186,1069,1374
187,909,1375
187,216,1376
187,222,1377
187,798,1378
187,1007,1379
187,157,1380
187,1358,1381
187,694,1382
188,931,1383
188,462,1384
188,1419,1385
188,1460,1386
188,272,1387
189,185,1388
189,1397,1389
189,1420,1390
189,877,1391
189,1454,1392
189,1417,1393
189,1206,1394
189,33,1395
190,643,1396
190,1128,1397
190,655,1398
190,1507,1399
190,1109,1400
190,1210,1401
190,718,1402
191,375,1403
191,1002,1404
191,1091,1405
191,88,1406
191,292,1407
191,478,1408
191,1115,1409
191,197,1410
192,111,1411
192,576,1412
192,11,1413
192,1239,1414
192,832,1415
192,1163,1416
192,1442,1417
192,505,1418
192,592,1419
192,787,1420
193,859,1421
193,142,1422
193,90,1423
193,1290,1424
193,975,1425
193,1122,1426
193,1089,1427
193,755,1428
193,1135,1429
194,1207,1430
194,501,1431
194,596,1432
194,1404,1433
194,491,1434
194,157,1435
195,1036,1436
195,824,1437
195,899,1438
195,1139,1439
195,589,1440
195,1330,1441
196,940,1442
196,303,1443
196,789,1444
196,593,1445
196,900,1446
196,1254,1447
196,495,1448
196,516,1449
197,796,1450
197,1304,1451
197,1525,1452
197,350,1453
197,68,1454
197,95,1455
197,1047,1456
197,28,1457
197,1307,1458
197,1300,1459
198,834,1460
198,729,1461
198,521,1462
198,18,1463
198,462,1464
198,1394,1465
199,1021,1466
199,774,1467
199,474,1468
199,765,1469
199,1084,1470
199,207,1471
199,1475,1472
199,861,1473
199,1449,1474
200,1508,1475
200,816,1476
200,1076,1477
200,909,1478
200,452,1479
200,407,1480
200,1386,1481
200,64,1482
200,961,1483
201,831,1484
201,1532,1485
201,967,1486
201,1242,1487
201,825,1488
201,185,1489
201,1365,1490
202,257,1491
202,1113,1492
202,1176,1493
202,1410,1494
202,851,1495
202,993,1496
203,531,1497
203,434,1498
203,1238,1499
203,501,1500
203,22,1501
203,145,1502
203,889,1503
203,1354,1504
204,1083,1505
204,657,1506
204,1421,1507
204,1515,1508
204,1308,1509
205,1246,1510
205,256,1511
205,994,1512
205,1226,1513
205,864,1514
206,1211,1515
206,777,1516
206,908,1517
206,342,1518
206,61,1519
206,199,1520
206,798,1521
206,298,1522
207,1068,1523
207,869,1524
207,1213,1525
207,565,1526
207,1460,1527
207,684,1528
207,1224,1529
208,551,1530
208,844,1531
208,1299,1532
208,900,1533
208,240,1534
208,66,1535
209,1442,1536
209,470,1537
209,924,1538
209,584,1539
209,534,1540
209,1226,1541
209,594,1542
209,155,1543
209,954,1544
209,356,1545
210,464,1546
210,1239,1547
210,558,1548
210,88,1549
210,867,1550
210,1189,1551
210,1074,1552
210,1039,1553
210,358,1554
210,458,1555
211,296,1556
211,649,1557
211,53,1558
211,360,1559
211,260,1560
211,37,1561
212,731,1562
212,766,1563
212,603,1564
212,345,1565
212,622,1566
212,246,1567
212,826,1568
212,310,1569
213,189,1570
213,69,1571
213,708,1572
213,705,1573
213,1,1574
213,329,1575
213,1494,1576
214,272,1577
214,788,1578
214,619,1579
214,223,1580
214,1164,1581
214,328,1582
214,569,1583
214,734,1584
214,348,1585
214,452,1586
215,394,1587
215,1265,1588
215,823,1589
215,83,1590
215,198,1591
215,229,1592
216,1462,1593
216,1049,1594
216,1280,1595
216,1417,1596
216,1183,1597
216,555,1598
217,707,1599
217,315,1600
217,358,1601
217,46,1602
217,585,1603
217,973,1604
217,1219,1605
217,734,1606
217,1127,1607
218,689,1608
218,137,1609
218,637,1610
218,1521,1611
218,1179,1612
218,589,1613
218,129,1614
218,613,1615
219,565,1616
219,677,1617
219,1310,1618
219,746,1619
219,402,1620
219,1036,1621
220,674,1622
220,237,1623
220,738,1624
220,1090,1625
220,1450,1626
220,1169,1627
220,921,1628
221,444,1629
221,1286,1630
221,1149,1631
221,1457,1632
221,48,1633
221,1393,1634
222,977,1635
222,526,1636
222,501,1637
222,824,1638
222,703,1639
222,1163,1640
222,829,1641
223,688,1642
223,1460,1643
223,563,1644
223,776,1645
223,1202,1646
223,217,1647
223,1536,1648
223,218,1649
223,122,1650
224,809,1651
224,1416,1652
224,486,1653
224,702,1654
224,247,1655
224,516,1656
224,931,1657
224,354,1658
225,1115,1659
225,31,1660
225,935,1661
225,644,1662
225,1251,1663
225,1375,1664
225,1298,1665
225,240,1666
225,1117,1667
226,1228,1668
226,226,1669
226,301,1670
226,745,1671
226,961,1672
226,873,1673
226,787,1674
226,184,1675
226,1513,1676
226,733,1677
227,702,1678
227,965,1679
227,838,1680
227,1181,1681
227,758,1682
227,881,1683
228,1395,1684
228,848,1685
228,1172,1686
228,467,1687
228,655,1688
228,124,1689
228,630,1690
229,1176,1691
229,669,1692
229,817,1693
229,48,1694
229,709,1695
230,1130,1696
230,927,1697
230,862,1698
230,487,1699
230,498,1700
230,758,1701
231,279,1702
231,1139,1703
231,151,1704
231,835,1705
231,401,1706
231,1409,1707
231,792,1708
231,1300,1709
231,1376,1710
232,1375,1711
232,443,1712
232,1034,1713
232,759,1714
232,1150,1715
232,1278,1716
232,23,1717
232,864,1718
232,274,1719
233,473,1720
233,525,1721
233,576,1722
233,347,1723
233,681,1724
233,923,1725
233,96,1726
233,648,1727
234,1485,1728
234,723,1729
234,563,1730
234,825,1731
234,920,1732
234,1438,1733
234,1453,1734
235,1120,1735
235,365,1736
235,1332,1737
235,824,1738
235,360,1739
235,207,1740
235,1193,1741
235,921,1742
236,537,1743
236,494,1744
236,587,1745
236,937,1746
236,774,1747
236,171,1748
236,302,1749
236,1474,1750
236,586,1751
236,1,1752
237,24,1753
237,1105,1754
237,1483,1755
237,1030,1756
237,746,1757
237,665,1758
237,1115,1759
237,827,1760
237,721,1761
237,147,1762
238,314,1763
238,108,1764
238,809,1765
238,1490,1766
238,1060,1767
239,1241,1768
239,1337,1769
239,641,1770
239,1134,1771
239,1170,1772
239,408,1773
239,1496,1774
239,370,1775
240,1291,1776
240,828,1777
240,569,1778
240,1073,1779
240,984,1780
240,826,1781
240,344,1782
240,42,1783
240,1170,1784
240,336,1785
241,355,1786
241,1485,1787
241,735,1788
241,613,1789
241,1342,1790
241,753,1791
241,1460,1792
241,1337,1793
241,126,1794
242,363,1795
242,1349,1796
242,1056,1797
242,138,1798
242,815,1799
242,999,1800
243,790,1801
243,241,1802
243,1138,1803
243,1477,1804
243,892,1805
243,1067,1806
243,398,1807
243,52,1808
244,511,1809
244,628,1810
244,709,1811
244,371,1812
244,574,1813
244,1265,1814
244,317,1815
244,866,1816
244,353,1817
245,1096,1818
245,1516,1819
245,1537,1820
245,1221,1821
245,1466,1822
245,318,1823
245,900,1824
246,1481,1825
246,510,1826
246,949,1827
246,1189,1828
246,1215,1829
246,788,1830
246,1024,1831
246,192,1832
247,1345,1833
247,137,1834
247,1041,1835
247,1474,1836
247,296,1837
247,628,1838
247,55,1839
248,1267,1840
248,339,1841
248,184,1842
248,855,1843
248,472,1844
248,108,1845
249,18,1846
249,899,1847
249,1247,1848
249,37,1849
249,184,1850
250,381,1851
250,1316,1852
250,1324,1853
250,852,1854
250,1094,1855
251,551,1856
251,33,1857
251,1438,1858
251,1431,1859
251,1429,1860
252,931,1861
252,1528,1862
252,722,1863
252,650,1864
252,723,1865
252,837,1866
253,429,1867
253,84,1868
253,410,1869
253,1176,1870
253,1449,1871
253,537,1872
253,164,1873
253,238,1874
253,243,1875
253,202,1876
254,126,1877
254,804,1878
254,636,1879
254,908,1880
254,508,1881
254,471,1882
255,946,1883
255,1501,1884
255,409,1885
255,1035,1886
255,1477,1887
255,176,1888
255,197,1889
255,1058,1890
256,586,1891
256,1175,1892
256,1221,1893
256,677,1894
256,619,1895
256,291,1896
256,1495,1897
256,1006,1898
256,781,1899
256,762,1900
257,73,1901
257,815,1902
257,654,1903
257,1517,1904
257,669,1905
257,278,1906
258,523,1907
258,365,1908
258,777,1909
258,491,1910
258,1319,1911
258,1341,1912
258,817,1913
258,1365,1914
259,643,1915
259,665,1916
259,1224,1917
259,925,1918
259,1057,1919
259,883,1920
259,1131,1921
260,1436,1922
260,1226,1923
260,1383,1924
260,274,1925
260,1293,1926
260,581,1927
261,1104,1928
261,22,1929
261,370,1930
261,1115,1931
261,910,1932
261,476,1933
262,381,1934
262,540,1935
262,1352,1936
262,1023,1937
262,937,1938
262,542,1939
263,720,1940
263,241,1941
263,1052,1942
263,533,1943
263,683,1944
263,447,1945
264,626,1946
264,883,1947
264,1259,1948
264,245,1949
264,164,1950
265,1512,1951
265,1247,1952
265,448,1953
265,1291,1954
265,459,1955
265,268,1956
265,1119,1957
266,171,1958
266,1523,1959
266,32,1960
266,1292,1961
266,304,1962
266,1311,1963
267,18,1964
267,752,1965
267,651,1966
267,431,1967
267,135,1968
267,442,1969
267,771,1970
268,228,1971
268,473,1972
268,694,1973
268,236,1974
268,182,1975
268,370,1976
268,1185,1977
268,1183,1978
268,842,1979
269,1164,1980
269,590,1981
269,547,1982
269,1085,1983
269,890,1984
269,94,1985
269,127,1986
269,228,1987
269,184,1988
269,658,1989
270,260,1990
270,548,1991
270,1448,1992
270,1527,1993
270,1254,1994
270,993,1995
270,513,1996
270,911,1997
271,27,1998
271,1311,1999
271,238,2000
271,279,2001
271,730,2002
272,1377,2003
272,260,2004
272,1492,2005
272,962,2006
272,789,2007
272,1137,2008
273,60,2009
273,1275,2010
273,182,2011
273,969,2012
273,327,2013
274,928,2014
274,1205,2015
274,1265,2016
274,462,2017
274,1467,2018
274,339,2019
275,1312,2020
275,22,2021
275,1324,2022
275,1252,2023
275,614,2024
275,994,2025
275,450,2026
275,279,2027
276,1189,2028
276,1392,2029
276,676,2030
276,952,2031
276,1298,2032
276,247,2033
277,986,2034
277,1378,2035
277,919,2036
